raw_audio, filtered_data, frequency, frequency_magnitude, frequency_magnitude, threshold
-75.602539, -0.429215, 0.000000, 238.855989, 0.000000, 620.454545
117.397461, -0.265033, 244.140625, 248.373103, 17872.437767, 620.454545
-106.602539, 1.738320, 488.281250, 236.748403, 12323.316606, 620.454545
-331.602539, -4.428519, 732.421875, 240.469747, 14802.944122, 620.454545
-450.602539, -5.300760, 976.562500, 238.362987, 15820.966947, 620.454545
-331.602539, -3.591493, 1220.703125, 238.997885, 4956.879078, 620.454545
-106.602539, 1.692250, 1464.843750, 238.925472, 4719.416815, 620.454545
180.397461, 6.158520, 1708.984375, 238.062291, 7400.890742, 620.454545
276.397461, 8.685726, 1953.125000, 245.891421, 14573.969115, 620.454545
148.397461, 5.719605, 2197.265625, 242.736013, 5280.433193, 620.454545
21.397461, 1.116839, 2441.406250, 236.535053, 8778.189942, 620.454545
-75.602539, -1.315975, 2685.546875, 248.427540, 8426.242441, 620.454545
-171.602539, -2.895320, 2929.687500, 241.134136, 16689.485929, 620.454545
-167.602539, -3.438917, 3173.828125, 241.636464, 8070.271442, 620.454545
-42.602539, -1.604990, 3417.968750, 245.179212, 9288.123900, 620.454545
21.397461, 0.552409, 3662.109375, 245.172512, 4529.902418, 620.454545
-42.602539, -0.099168, 3906.250000, 246.348855, 4235.332613, 620.454545
-91.602539, -1.942574, 4150.390625, 246.790812, 5245.776033, 620.454545
-106.602539, -2.312427, 4394.531250, 246.389100, 5188.492496, 620.454545
-235.602539, -2.895101, 4638.671875, 243.336433, 16224.728756, 620.454545
-106.602539, -3.417249, 4882.812500, 249.931313, 711.194202, 620.454545
85.397461, 1.102007, 5126.953125, 247.703175, 5965.356607, 620.454545
180.397461, 3.121749, 5371.093750, 249.973790, 5069.690807, 620.454545
212.397461, 2.888635, 5615.234375, 251.376888, 10174.549856, 620.454545
212.397461, 1.962316, 5859.375000, 253.033971, 8910.643835, 620.454545
148.397461, 0.617377, 6103.515625, 254.711888, 2573.167332, 620.454545
21.397461, -1.474357, 6347.656250, 254.518615, 6740.442225, 620.454545
-106.602539, -3.412812, 6591.796875, 254.631968, 3471.955925, 620.454545
-171.602539, -3.930597, 6835.937500, 264.235811, 10795.873478, 620.454545
-106.602539, -2.381304, 7080.078125, 260.724831, 3688.445822, 620.454545
85.397461, 1.280110, 7324.218750, 262.428196, 4852.903456, 620.454545
212.397461, 4.832450, 7568.359375, 263.939962, 1573.197649, 620.454545
149.397461, 4.725823, 7812.500000, 266.672091, 5733.561759, 620.454545
-103.602539, 1.148806, 8056.640625, 267.735266, 6471.836925, 620.454545
-299.602539, -2.991617, 8300.781250, 270.009858, 6792.632329, 620.454545
-426.602539, -3.802298, 8544.921875, 271.490164, 1387.653444, 620.454545
-234.602539, -1.845205, 8789.062500, 273.282214, 1098.261824, 620.454545
85.397461, 4.803676, 9033.203125, 279.281860, 6966.047906, 620.454545
373.397461, 9.310549, 9277.343750, 278.045138, 1949.035790, 620.454545
476.397461, 10.260983, 9521.484375, 280.273300, 1310.969117, 620.454545
404.397461, 6.729326, 9765.625000, 283.665108, 10411.685471, 620.454545
212.397461, 1.272795, 10009.765625, 287.202324, 5750.188417, 620.454545
-103.602539, -4.812524, 10253.906250, 288.178158, 1703.364832, 620.454545
-331.602539, -10.053601, 10498.046875, 291.250288, 2071.325899, 620.454545
-555.602539, -11.728619, 10742.187500, 296.519599, 10336.257494, 620.454545
-747.602539, -12.867296, 10986.328125, 300.882912, 7911.976314, 620.454545
-619.602539, -10.614178, 11230.468750, 302.683145, 3206.970243, 620.454545
-331.602539, -3.162671, 11474.609375, 307.580394, 6620.504372, 620.454545
164.397461, 4.303553, 11718.750000, 309.528451, 3748.957020, 620.454545
692.397461, 12.375136, 11962.890625, 310.701599, 4280.232638, 620.454545
852.397461, 14.947821, 12207.031250, 316.567119, 1349.052516, 620.454545
661.397461, 8.941708, 12451.171875, 321.241017, 2981.721355, 620.454545
341.397461, 0.319666, 12695.312500, 325.294002, 2698.665911, 620.454545
-234.602539, -7.859676, 12939.453125, 333.332357, 3458.680150, 620.454545
-491.602539, -14.696280, 13183.593750, 336.316469, 4309.222609, 620.454545
-547.602539, -11.591067, 13427.734375, 341.148266, 2970.454672, 620.454545
-299.602539, -5.903418, 13671.875000, 348.573508, 5206.258911, 620.454545
85.397461, 3.602110, 13916.015625, 354.160131, 8157.661829, 620.454545
180.397461, 9.359910, 14160.156250, 360.179498, 2324.159593, 620.454545
276.397461, 8.877247, 14404.296875, 372.331586, 6415.979839, 620.454545
212.397461, 8.961771, 14648.437500, 376.228662, 1931.278021, 620.454545
148.397461, 5.876743, 14892.578125, 385.092082, 2386.018868, 620.454545
148.397461, 4.817327, 15136.718750, 387.353005, 3969.939507, 620.454545
212.397461, 4.708971, 15380.859375, 380.176634, 4334.405362, 620.454545
212.397461, 4.569784, 15625.000000, 424.412626, 2424.507278, 620.454545
212.397461, 2.762232, 15869.140625, 486.107695, 4184.721072, 620.454545
-91.602539, -0.382419, 16113.281250, 138.704938, 9724.070912, 620.454545
-331.602539, -7.217432, 16357.421875, 519.676529, 5334.547621, 620.454545
-355.602539, -8.450733, 16601.562500, 948.910629, 8477.780916, 620.454545
-291.602539, -6.679309, 16845.703125, 935.124658, 8160.339109, 620.454545
