voltages, filtered
-0.072207, 0.037351
0.030138, 0.011562
0.055925, 0.012955
0.055925, 0.062867
0.030138, 0.064038
0.030138, 0.041257
0.030138, 0.017842
-0.021437, 0.047118
-0.021437, 0.027060
-0.021437, -0.066813
-0.072207, -0.109707
-0.073012, -0.101052
-0.021437, -0.089708
-0.073012, -0.053517
-0.021437, 0.036136
-0.019020, 0.049641
0.030138, 0.008724
-0.021437, 0.071641
-0.021437, 0.029659
-0.021437, 0.039403
-0.019020, -0.004155
0.030138, -0.049775
0.080907, -0.041897
0.080907, 0.010762
0.080907, 0.036791
0.030138, 0.035736
-0.021437, 0.060051
-0.073012, 0.055489
-0.072207, -0.000700
0.030138, -0.053942
0.030138, -0.007353
-0.073012, 0.033426
-0.118947, 0.023864
-0.173745, -0.190923
-0.124588, -0.093290
-0.073012, -0.047697
-0.072207, -0.003216
-0.124588, 0.043344
-0.175357, 0.037477
-0.176968, 0.033713
-0.124588, 0.030574
-0.112500, 0.080591
-0.099606, 0.078315
-0.021437, 0.024643
0.055925, -0.026609
0.080907, -0.025130
-0.019020, 0.026177
-0.073012, 0.024011
-0.021437, -0.026834
-0.073012, -0.077570
-0.073012, -0.129966
-0.021437, -0.070187
-0.021437, 0.078734
-0.021437, 0.103948
0.030138, 0.025443
0.055925, -0.026777
0.030138, -0.055277
0.055925, -0.031197
0.030138, 0.069120
0.030138, 0.066153
-0.021437, 0.063189
-0.021437, 0.008077
0.080907, -0.044231
0.055925, -0.071004
0.080907, -0.065383
0.080907, -0.046087
0.055925, 0.003906
0.081713, -0.047034
0.106695, 0.007490
0.106695, 0.010658
0.055925, 0.088813
-0.021437, 0.063209
-0.073012, 0.013303
-0.073012, 0.017291
-0.021437, 0.022180
-0.072207, 0.027642
-0.021437, 0.081280
-0.112500, 0.033438
-0.112500, -0.038218
-0.099606, -0.065788
-0.073012, -0.062320
-0.072207, -0.061535
-0.073012, -0.060698
-0.021437, -0.059619
0.030138, -0.048255
0.080907, 0.041291
0.080907, -0.012525
0.055925, -0.016179
-0.021437, -0.020064
0.030138, -0.024195
0.030138, 0.074636
-0.021437, 0.095805
-0.021437, 0.091179
-0.021437, 0.061165
0.030138, 0.056197
0.080907, 0.053050
0.080907, -0.002281
0.080907, -0.008523
0.080907, -0.014540
0.080907, -0.070083
0.080907, -0.074888
0.030138, -0.027094
-0.073012, -0.081232
-0.072207, -0.030980
-0.195503, -0.030228
-0.073012, 0.019068
0.055925, -0.028367
0.055925, -0.026619
0.030138, -0.026544
0.030138, -0.023685
-0.021437, 0.027071
-0.072207, 0.080609
-0.021437, 0.085644
0.030138, 0.092048
-0.020631, 0.047213
0.030138, 0.001478
0.080907, -0.042460
0.055925, -0.036516
0.082519, 0.072346
0.081713, 0.080538
0.055925, -0.013936
0.080907, -0.057203
0.081713, -0.105478
0.106695, -0.049503
0.080907, 0.008369
-0.021437, 0.013911
-0.073012, -0.035435
-0.021437, -0.082319
-0.021437, -0.081006
0.055925, -0.026995
0.055925, -0.013732
0.030138, -0.004542
0.030138, 0.068189
0.106695, 0.139617
0.132482, 0.159157
0.132482, 0.050852
0.093801, -0.014118
0.081713, 0.024746
0.106695, -0.040129
0.081713, -0.053171
0.080907, -0.012479
0.080907, -0.022506
0.080907, -0.034915
0.030138, 0.004036
0.030138, 0.017966
0.055925, -0.016857
0.055925, 0.003617
0.030138, -0.027314
0.030138, -0.030783
0.080907, -0.083879
0.081713, -0.083968
0.106695, 0.019066
0.106695, -0.002106
0.087354, 0.027425
0.080907, 0.035350
0.080907, 0.017629
0.055925, 0.053056
0.055925, 0.087374
0.055925, 0.099334
0.080907, 0.059731
0.030138, -0.008414
-0.021437, -0.052334
-0.021437, -0.044082
0.030138, 0.014957
0.080907, -0.027957
0.080907, 0.027145
-0.021437, -0.064083
-0.021437, -0.066382
-0.021437, -0.054518
0.080907, -0.030738
0.106695, -0.033253
0.132482, -0.040768
0.080907, 0.002627
0.055925, 0.046752
0.081713, 0.089338
0.106695, 0.081102
0.106695, 0.048111
0.093801, -0.038071
0.080907, 0.007744
-0.021437, 0.002511
-0.072207, -0.054365
-0.021437, -0.056717
-0.021437, -0.057059
-0.021437, -0.005337
0.030138, 0.046410
0.030138, 0.048929
0.055925, 0.052071
0.030138, 0.055489
0.055925, 0.058320
0.080907, 0.064925
0.080907, 0.017916
0.081713, -0.080407
0.080907, -0.075629
0.030138, -0.194523
0.055925, -0.070160
0.030138, 0.060978
-0.099606, 0.060474
-0.122170, 0.032863
-0.099606, 0.033413
-0.021437, -0.017655
0.055925, -0.069074
0.081713, -0.020803
0.080907, 0.025721
0.030138, -0.031480
-0.021437, 0.011747
-0.021437, 0.055646
-0.021437, 0.027287
-0.021437, 0.050695
-0.021437, 0.044336
0.080907, 0.014169
-0.021437, 0.034653
0.030138, 0.030076
0.030138, 0.055242
-0.021437, 0.027212
-0.021437, -0.077478
-0.021437, -0.130797
-0.021437, -0.080926
-0.073012, -0.081226
-0.021437, -0.004225
-0.021437, -0.003654
-0.021437, -0.029542
-0.112500, -0.028843
-0.124588, 0.047658
-0.073012, 0.073246
-0.021437, 0.071328
-0.021437, 0.032200
0.030138, 0.017632
-0.021437, 0.039876
-0.021437, 0.011847
-0.021437, 0.009530
-0.021437, 0.006832
-0.021437, 0.005466
-0.021437, -0.045787
0.030138, -0.046960
0.030138, -0.020594
-0.021437, -0.021785
-0.021437, -0.047690
-0.021437, -0.046928
-0.021437, 0.004011
0.030138, 0.008987
0.081713, 0.037679
0.132482, 0.041248
0.106695, 0.025438
0.081713, 0.020605
0.080907, 0.023803
0.055925, 0.002691
0.080907, 0.006352
0.080907, 0.009814
0.055925, 0.035766
0.030138, -0.014685
0.030138, -0.066002
0.080907, -0.063243
0.080907, -0.011560
0.081713, 0.039769
0.087354, 0.038109
0.081713, -0.066175
0.080907, -0.067946
0.081713, -0.069265
0.080907, 0.031469
0.080907, 0.055034
0.030138, 0.079345
0.030138, 0.026597
-0.021437, 0.002315
-0.021437, 0.027660
-0.021437, 0.053911
0.030138, 0.053165
0.080907, 0.042449
0.080907, 0.031706
0.080907, -0.070442
0.055925, -0.120055
0.030138, -0.068228
0.030138, -0.065601
0.030138, -0.061435
0.030138, -0.006300
-0.021437, -0.003163
-0.021437, 0.025462
0.030138, 0.004030
0.030138, 0.034042
0.030138, 0.061824
0.055925, 0.062282
0.080907, 0.065732
0.055925, 0.063454
0.055925, 0.012980
0.055925, 0.042529
0.030138, 0.018587
0.055925, -0.110890
0.080907, -0.132001
0.055925, -0.109561
-0.021437, -0.033698
-0.021437, 0.042741
0.030138, 0.071287
0.030138, 0.070851
0.030138, 0.020224
0.080907, -0.028815
0.080907, -0.027225
0.055925, -0.026187
0.080907, -0.024055
0.132482, -0.021609
0.132482, 0.084015
0.132482, -0.015802
0.080907, 0.039290
-0.021437, 0.042050
-0.021437, -0.007721
-0.021437, -0.004820
0.030138, -0.000067
0.030138, 0.004374
0.080907, -0.042518
0.080907, 0.013911
0.080907, 0.016071
0.081713, 0.017789
0.080907, -0.070485
0.055925, -0.080505
0.080907, -0.027936
0.080907, 0.023707
0.080907, 0.021711
0.093801, 0.071904
0.106695, 0.017387
0.132482, 0.013573
0.106695, 0.008749
0.080907, 0.002746
-0.021437, -0.005023
0.030138, -0.013332
0.080907, 0.033273
0.080907, 0.026077
0.055925, -0.034204
0.081713, -0.043134
0.132482, -0.049527
0.082519, -0.056992
0.080907, -0.013490
0.055925, 0.031956
-0.021437, 0.075569
0.030138, 0.043786
0.030138, 0.015891
0.055925, 0.010610
0.080907, -0.016772
0.080907, 0.005794
0.055925, 0.004745
0.055925, -0.021464
0.030138, -0.048244
0.080907, -0.048377
0.081713, 0.005134
-0.021437, 0.006958
-0.021437, 0.010266
0.030138, 0.018495
-0.021437, 0.015762
-0.021437, 0.016324
-0.019020, 0.022582
-0.019020, 0.026258
-0.021437, 0.031056
-0.073012, -0.016715
-0.021437, -0.014484
-0.099606, -0.062074
-0.073012, -0.059923
-0.073012, -0.055511
-0.021437, -0.001702
-0.021437, 0.052331
0.030138, 0.052309
0.030138, 0.051824
0.055925, 0.026793
0.081713, 0.001595
0.080907, 0.000461
0.030138, -0.000162
0.030138, -0.001821
0.030138, -0.053395
0.030138, -0.054950
-0.021437, -0.004749
-0.072207, -0.006290
-0.021437, -0.006875
-0.073012, 0.018844
-0.099606, 0.042231
-0.099606, 0.015911
-0.122170, 0.015317
-0.073012, 0.015434
0.030138, -0.011757
0.030138, 0.012218
0.030138, 0.034271
0.055925, 0.008572
0.030138, -0.068581
-0.021437, -0.069663
-0.021437, -0.018896
-0.020631, -0.019601
0.030138, -0.021353
0.055925, 0.028867
0.055925, 0.027303
0.055925, 0.001016
-0.021437, 0.023073
-0.021437, 0.074829
0.030138, 0.073674
-0.021437, 0.073112
0.055925, 0.020833
0.080907, -0.081406
0.080907, -0.083106
0.081713, -0.084287
0.106695, -0.033028
0.106695, -0.034777
0.080907, 0.015325
0.080907, 0.014569
0.055925, 0.014795
0.055925, 0.013444
0.055925, 0.011126
0.030138, -0.014524
0.030138, 0.010821
0.080907, 0.010729
0.055925, 0.011935
0.080907, 0.023123
0.030138, 0.035156
0.055925, 0.059110
0.080907, 0.033246
0.081713, 0.006398
0.030138, -0.097906
-0.021437, -0.047683
-0.021437, 0.002896
0.055925, 0.002556
0.081713, -0.021936
0.081713, 0.003403
0.106695, 0.053924
0.106695, 0.005375
0.080907, 0.005461
0.030138, -0.016579
0.055925, -0.090891
0.080907, -0.035039
0.055925, -0.030515
0.055925, -0.000671
0.080907, 0.030521
0.055925, 0.037118
0.055925, 0.017823
0.055925, 0.024214
0.080907, 0.004588
0.080907, 0.063093
0.055925, 0.070324
0.030138, -0.027144
0.080907, -0.021115
0.055925, 0.036338
0.080907, -0.011552
0.080907, -0.007230
0.030138, -0.002798
0.030138, -0.001068
0.030138, -0.002877
0.030138, -0.054282
-0.021437, -0.004494
0.030138, -0.084801
-0.021437, -0.059612
-0.021437, -0.062702
-0.021437, -0.011612
-0.021437, -0.013483
-0.021437, 0.036431
-0.021437, 0.034583
-0.021437, 0.058449
-0.021437, 0.083151
-0.073012, 0.081541
-0.021437, 0.030928
-0.021437, 0.032147
-0.021437, 0.032044
0.030138, 0.034891
0.081713, -0.013286
0.080907, -0.061613
0.080907, -0.008668
0.055925, -0.057101
0.080907, -0.081639
0.030138, -0.079377
0.055925, -0.100714
0.030138, -0.050134
0.080907, 0.053213
0.080907, 0.054588
0.055925, 0.053025
0.055925, 0.074987
0.055925, 0.045005
0.030138, -0.010370
0.055925, -0.015229
0.055925, -0.020010
0.055925, 0.024821
0.055925, 0.044401
0.055925, 0.036791
0.030138, 0.029240
0.030138, -0.054521
0.080907, -0.060255
0.030138, -0.014313
0.055925, -0.072631
0.080907, -0.001610
0.030138, 0.017522
0.030138, 0.012020
0.055925, 0.011066
0.055925, 0.034060
0.030138, 0.033305
-0.021437, 0.007009
-0.021437, 0.007275
0.030138, -0.015473
-0.021437, -0.012762
-0.021437, -0.011923
0.030138, -0.033825
-0.021437, -0.030321
-0.073012, 0.022033
-0.021437, 0.000465
0.030138, 0.029834
0.080907, -0.017037
0.080907, 0.010869
0.080907, 0.036944
0.030138, 0.035844
-0.021437, -0.017334
0.030138, -0.068471
0.055925, -0.067772
0.055925, 0.007359
0.055925, 0.030536
0.030138, 0.029097
-0.021437, 0.050222
0.080907, 0.046988
0.080907, 0.020106
-0.021437, -0.037450
-0.021437, -0.015945
-0.124588, 0.006547
-0.099606, -0.021724
-0.020631, -0.020761
0.080907, 0.005185
0.080907, -0.019695
0.055925, -0.020346
0.080907, -0.020168
0.093801, 0.007723
0.106695, 0.011734
0.132482, -0.010716
0.106695, -0.033292
0.081713, 0.022996
0.082519, 0.003352
0.132482, 0.034858
0.132482, 0.042435
0.184057, -0.001582
0.106695, 0.006294
0.080907, 0.010091
0.080907, 0.018342
0.081713, -0.027933
0.106695, 0.029543
0.106695, -0.017080
0.093801, -0.012450
0.106695, -0.009458
0.093801, -0.006273
0.080907, -0.005305
0.030138, -0.005249
0.080907, -0.005920
0.080907, -0.006074
0.080907, -0.061963
0.080907, -0.014709
0.055925, -0.020009
0.080907, -0.025711
0.080907, 0.019749
0.030138, 0.062199
-0.073012, 0.053686
-0.073012, 0.045353
-0.021437, 0.013823
0.080907, 0.033290
0.080907, -0.023497
0.030138, -0.005124
0.030138, -0.034728
0.080907, 0.013581
0.055925, 0.011134
0.080907, -0.015660
0.106695, -0.015366
0.106695, -0.016118
0.080907, -0.041502
0.080907, -0.014512
0.080907, -0.010905
0.080907, -0.006438
0.080907, -0.001986
0.055925, 0.003176
0.055925, -0.019050
0.055925, -0.015046
0.055925, 0.041737
0.055925, -0.005465
0.055925, 0.025180
0.055925, 0.054911
0.081713, 0.007920
0.106695, 0.011069
0.080907, 0.039270
0.055925, 0.040456
0.081713, 0.015163
0.080907, -0.035612
0.080907, -0.036557
0.080907, 0.014041
0.093801, -0.038561
0.132482, -0.039908
0.106695, 0.009594
0.106695, -0.043231
0.106695, -0.096265
0.084130, -0.045319
0.132482, 0.004787
0.184057, 0.056270
0.184057, 0.057034
0.184057, 0.057585
0.132482, 0.006833
0.132482, -0.045510
0.106695, 0.006724
0.132482, 0.034749
0.132482, 0.038177
0.132482, 0.039748
0.132482, 0.016067
0.106695, -0.034157
0.132482, 0.068708
0.132482, 0.068065
0.132482, -0.035831
0.106695, -0.037257
0.106695, -0.143946
0.106695, -0.123173
0.132482, -0.048571
0.184057, 0.047337
0.184057, 0.040584
0.184057, 0.007019
0.132482, 0.023572
0.106695, 0.027029
0.132482, 0.031324
0.132482, 0.047912
0.081713, 0.014127
0.081713, -0.019278
0.106695, -0.024395
0.132482, 0.021047
0.132482, 0.016070
0.132482, 0.064041
0.132482, -0.015155
0.132482, -0.040565
0.132482, -0.040473
0.132482, -0.035982
0.106695, -0.007358
0.106695, -0.002594
0.081713, -0.008902
0.080907, 0.010979
0.080907, 0.006260
0.030138, 0.001337
-0.021437, -0.042262
-0.021437, 0.016833
-0.021437, 0.023611
0.030138, 0.031035
0.081713, 0.038151
0.080907, 0.017508
0.030138, 0.045272
-0.021437, 0.047478
0.030138, -0.002023
0.030138, -0.103876
0.055925, -0.106215
0.080907, -0.055752
0.080907, 0.042348
0.080907, 0.038360
0.055925, -0.017766
0.030138, -0.022452
0.055925, 0.024301
0.080907, -0.004628
0.030138, 0.015936
-0.021437, 0.037342
-0.019020, 0.033784
0.055925, 0.007126
0.055925, 0.007051
0.030138, 0.005675
0.080907, 0.005670
0.080907, 0.007153
0.055925, -0.017874
0.030138, -0.017875
0.055925, -0.015434
0.080907, -0.013950
0.030138, -0.013316
0.030138, -0.012534
0.030138, -0.012370
-0.073012, 0.011824
-0.073012, 0.034868
-0.072207, 0.008766
-0.021437, -0.018370
-0.021437, 0.004149
-0.099606, -0.002581
-0.073012, -0.007043
-0.021437, -0.011218
0.030138, -0.004062
0.055925, 0.030182
0.030138, -0.002007
0.030138, -0.010277
0.080907, -0.015604
0.080907, -0.042184
0.080907, 0.002294
0.030138, 0.050209
0.055925, 0.047035
0.080907, 0.045653
0.080907, -0.008778
0.081713, -0.009413
0.132482, -0.034121
0.132482, -0.006742
0.132482, -0.005960
0.132482, -0.004172
0.132482, -0.004122
0.106695, -0.027115
0.081713, 0.001850
0.080907, 0.001965
0.055925, 0.003636
0.055925, -0.023283
0.080907, -0.023314
0.030138, -0.022812
-0.073012, 0.003237
-0.021437, 0.054824
0.030138, 0.055637
0.030138, 0.055033
0.080907, 0.002618
0.080907, -0.023724
0.080907, 0.000961
0.055925, -0.000225
0.030138, -0.052648
0.030138, -0.053446
0.055925, -0.026447
0.055925, 0.001192
0.055925, 0.004986
0.030138, 0.007830
0.030138, 0.010966
-0.019020, 0.016084
0.055925, 0.021889
0.055925, 0.030792
0.055925, 0.012252
0.055925, 0.020223
0.080907, 0.003957
0.080907, 0.011832
0.080907, 0.020067
0.030138, -0.024397
0.030138, -0.068986
0.030138, -0.061490
0.030138, -0.055789
0.030138, 0.000849
0.030138, 0.055417
0.055925, 0.057256
0.080907, 0.008316
0.030138, -0.043906
-0.021437, 0.002662
-0.073012, -0.001911
-0.021437, 0.020023
0.055925, 0.044197
0.055925, 0.041198
0.055925, 0.035033
0.080907, 0.004388
0.055925, -0.025026
0.055925, -0.004058
0.080907, 0.018215
0.030138, -0.034070
0.030138, -0.086844
0.030138, -0.083623
0.030138, -0.006852
0.030138, -0.003298
0.080907, -0.024052
-0.021437, 0.032969
-0.021437, 0.037732
-0.021437, 0.021474
-0.073012, 0.003703
-0.099606, 0.037602
-0.021437, 0.071975
0.030138, 0.031227
-0.021437, 0.038374
-0.021437, 0.044011
-0.073012, -0.052994
-0.073012, -0.049878
-0.073012, -0.047078
-0.118947, 0.003951
-0.112500, 0.002110
-0.124588, -0.078993
-0.173745, -0.058139
-0.124588, -0.013752
-0.073012, 0.031786
-0.021437, 0.048324
-0.021437, 0.011781
-0.073012, -0.000451
-0.092353, 0.036925
-0.073012, 0.025610
-0.072207, 0.016089
-0.073012, -0.044669
-0.073012, -0.027367
-0.073012, -0.010897
-0.170522, -0.017726
-0.122170, -0.022979
-0.021437, 0.027578
0.030138, 0.028050
0.030138, 0.028637
-0.021437, 0.030351
-0.073012, 0.032368
-0.112500, 0.011376
-0.021437, -0.006810
-0.021437, 0.001203
-0.021437, -0.017712
-0.021437, -0.010461
-0.176968, 0.020464
-0.173745, -0.025561
-0.118947, -0.119423
-0.073012, -0.060950
-0.019020, -0.003714
-0.021437, -0.000624
-0.021437, 0.050585
-0.021437, 0.051323
-0.099606, 0.050869
-0.099606, 0.022692
-0.099606, -0.005020
-0.124588, -0.007766
-0.124588, 0.015378
-0.124588, 0.012744
-0.124588, 0.009774
-0.124588, -0.018718
-0.124588, -0.021005
-0.073012, -0.071664
-0.021437, 0.003362
0.030138, 0.002898
0.055925, 0.003355
0.055925, 0.003481
0.030138, 0.029073
-0.019020, 0.030555
0.055925, 0.032568
0.080907, -0.015154
0.080907, -0.013227
0.080907, -0.011088
0.080907, -0.008238
0.080907, -0.004703
0.055925, -0.002039
-0.021437, 0.024451
0.030138, 0.048542
0.080907, 0.000482
0.106695, -0.050643
0.106695, -0.102622
0.093801, -0.051900
0.093801, 0.024033
0.084130, 0.022647
0.106695, 0.020861
0.081713, 0.043876
0.081713, 0.017039
0.106695, 0.017594
0.106695, 0.042477
0.106695, -0.009016
0.081713, -0.008745
0.106695, -0.005557
0.106695, -0.000605
0.082519, 0.002977
0.106695, 0.060101
0.106695, -0.034210
0.030138, -0.027043
-0.021437, -0.020129
-0.021437, -0.062085
-0.021437, -0.076978
-0.021437, 0.011433
-0.021437, 0.073214
-0.021437, 0.032828
-0.021437, 0.040977
-0.021437, -0.002375
0.030138, 0.005461
0.055925, 0.013701
0.055925, -0.025885
0.055925, -0.016912
-0.021437, -0.027412
-0.021437, -0.075760
-0.021437, -0.024807
-0.021437, 0.026676
-0.021437, 0.076172
-0.021437, 0.072394
-0.021437, 0.017547
-0.021437, -0.006356
0.030138, 0.008371
0.030138, 0.003127
0.030138, -0.004361
-0.021437, -0.010060
-0.073012, -0.016357
-0.099606, -0.119370
-0.073012, -0.073825
-0.021437, 0.025406
-0.021437, 0.075709
-0.021437, 0.074472
-0.072207, 0.023022
-0.072207, -0.028142
-0.021437, -0.065090
0.030138, 0.030095
0.030138, 0.033926
0.030138, 0.037521
0.080907, 0.043174
0.055925, -0.106651
-0.021437, -0.102061
0.080907, -0.043173
0.055925, 0.010247
0.030138, 0.066723
-0.112500, 0.067847
-0.173745, 0.068927
-0.112500, 0.072273
-0.099606, -0.003476
-0.073012, -0.004164
0.030138, -0.005110
0.030138, -0.031598
0.055925, -0.036751
0.030138, -0.042047
-0.021437, -0.050671
-0.122170, -0.059431
-0.124588, -0.070644
-0.118947, -0.026841
-0.073012, 0.015530
-0.072207, 0.057381
-0.021437, 0.071936
-0.021437, 0.061925
-0.021437, 0.024450
-0.073012, -0.035669
-0.021437, 0.027191
-0.073012, 0.042242
-0.073012, 0.031076
-0.073012, 0.022464
-0.073012, 0.013970
-0.118947, 0.006170
-0.124588, -0.025821
-0.112500, -0.107231
-0.021437, -0.059708
-0.021437, -0.012203
-0.021437, 0.008206
-0.073012, 0.005481
-0.112500, -0.008197
-0.073012, -0.007446
-0.073012, -0.015525
-0.099606, 0.008884
-0.112500, -0.014017
-0.124588, -0.011294
-0.176968, 0.017939
-0.227738, 0.020838
-0.227738, 0.025182
-0.225320, 0.005814
-0.215650, 0.036605
-0.124588, 0.042401
-0.173745, 0.026344
-0.170522, 0.053440
-0.112500, 0.058998
-0.099606, -0.011467
-0.123782, -0.059114
-0.099606, -0.056010
-0.122170, -0.050657
-0.124588, -0.044923
-0.112500, -0.040572
-0.073012, -0.035767
-0.099606, -0.032106
-0.099606, -0.029424
-0.124588, 0.026285
-0.124588, 0.054410
-0.170522, 0.057447
-0.189862, 0.060089
-0.123782, -0.014906
-0.099606, -0.010932
-0.099606, -0.007888
-0.099606, -0.004511
-0.124588, -0.001703
-0.124588, -0.000640
-0.099606, 0.000546
-0.124588, 0.002051
-0.124588, 0.053995
-0.021437, 0.055310
0.030138, 0.056541
0.030138, 0.004603
0.030138, -0.050698
0.030138, -0.080157
-0.073012, -0.055043
-0.099606, -0.005719
-0.099606, -0.006253
-0.118947, -0.008564
-0.118947, -0.062047
-0.073012, -0.065147
-0.073012, -0.014429
-0.099606, 0.036001
-0.073012, 0.034735
-0.021437, 0.036373
-0.021437, 0.085121
-0.021437, 0.058434
-0.021437, -0.017669
-0.021437, 0.086772
-0.021437, 0.065336
-0.073012, 0.042863
-0.072207, -0.096721
-0.021437, -0.152172
-0.021437, -0.086863
-0.073012, -0.070666
-0.124588, -0.040289
-0.222097, 0.066155
-0.124588, 0.070068
-0.124588, 0.102151
-0.122170, 0.078851
-0.122170, 0.030363
-0.073012, -0.068513
-0.021437, -0.068090
-0.118947, -0.061204
-0.099606, -0.015520
-0.099606, -0.012609
-0.092353, 0.037996
-0.073012, 0.038038
-0.073012, 0.036025
0.030138, -0.015265
0.080907, 0.038268
-0.021437, -0.014377
-0.073012, -0.016290
-0.073012, -0.015175
-0.021437, -0.012773
-0.072207, -0.055442
-0.099606, -0.060837
-0.124588, -0.044821
-0.124588, 0.051960
-0.124588, 0.058905
-0.124588, 0.065911
-0.124588, 0.021347
-0.073012, -0.010295
0.030138, 0.037669
0.055925, 0.046484
0.030138, 0.025863
0.030138, 0.018400
0.030138, 0.012673
0.030138, -0.034452
-0.021437, -0.080797
-0.073012, -0.078698
-0.021437, -0.073193
-0.021437, -0.060024
-0.073012, 0.030822
-0.021437, -0.018336
-0.019020, -0.013968
-0.021437, 0.041262
-0.099606, 0.050057
-0.118947, 0.021299
-0.099606, 0.042719
-0.073012, 0.017115
-0.073012, 0.011238
-0.073012, 0.019225
-0.021437, 0.055229
-0.021437, 0.025133
-0.021437, 0.021557
-0.021437, -0.005942
-0.021437, -0.009071
-0.021437, -0.057322
0.030138, -0.080469
0.055925, -0.017131
0.030138, 0.003519
0.030138, -0.000365
0.030138, -0.003575
0.030138, -0.032181
0.030138, -0.035693
-0.021437, -0.015161
-0.021437, -0.043716
-0.021437, -0.046543
-0.021437, 0.053325
-0.021437, 0.100878
-0.020631, 0.096173
0.080907, 0.092050
-0.021437, 0.088814
-0.021437, -0.019118
-0.021437, -0.047277
-0.021437, -0.049484
0.030138, -0.070987
0.055925, -0.072269
0.055925, -0.027006
0.030138, -0.026476
0.055925, -0.052297
0.055925, -0.024204
-0.021437, 0.029322
-0.021437, 0.031726
-0.020631, 0.033356
0.030138, 0.038425
0.030138, 0.043372
-0.021437, 0.046906
-0.073012, -0.003705
-0.072207, -0.002201
-0.021437, 0.052733
-0.072207, 0.056606
-0.073012, 0.006318
-0.073012, -0.040294
-0.021437, -0.134624
0.030138, -0.033273
0.055925, -0.031329
0.080907, -0.028171
0.080907, -0.030040
0.030138, 0.017030
0.055925, 0.066328
0.080907, -0.031123
0.080907, -0.013811
0.080907, -0.015329
0.055925, -0.010457
0.080907, 0.006628
0.055925, 0.002952
0.030138, 0.103210
0.030138, 0.150403
0.080907, 0.045088
0.080907, -0.009140
0.030138, -0.012865
0.055925, 0.034148
0.030138, -0.019667
-0.021437, -0.051759
-0.021437, -0.078374
-0.021437, -0.079643
-0.021437, -0.081224
-0.021437, -0.083241
-0.021437, -0.085988
-0.092353, -0.035784
-0.073012, 0.066138
-0.072207, 0.092146
-0.021437, 0.065939
-0.099606, 0.066348
-0.124588, 0.064329
-0.176163, 0.063695
-0.124588, 0.011843
-0.099606, -0.037545
-0.099606, 0.013912
-0.124588, 0.016257
-0.099606, -0.034737
-0.073012, 0.017709
0.030138, 0.022258
0.055925, 0.022532
0.080907, -0.056486
0.030138, -0.075842
0.030138, -0.058305
0.055925, -0.032147
0.055925, -0.033280
0.080907, -0.033883
-0.021437, 0.015437
-0.072207, 0.011424
-0.021437, 0.009191
0.030138, 0.007869
0.030138, 0.004459
-0.021437, -0.001080
-0.021437, 0.046421
-0.021437, 0.069383
-0.073012, 0.039289
-0.021437, 0.035020
-0.021437, 0.031713
-0.073012, 0.026279
-0.021437, 0.022370
-0.073012, -0.032398
-0.021437, -0.037841
-0.073012, -0.038825
-0.073012, -0.041063
-0.073012, -0.041605
-0.073012, -0.041983
-0.021437, 0.060426
0.055925, -0.041942
0.080907, -0.041875
0.080907, -0.041469
0.080907, -0.040573
0.080907, 0.012413
0.030138, 0.041131
0.055925, 0.044425
0.080907, 0.022937
0.030138, 0.052482
-0.021437, 0.056815
0.030138, -0.015369
0.080907, -0.009266
0.055925, -0.004038
-0.019020, 0.049222
-0.021437, 0.051820
-0.021437, 0.002315
-0.021437, -0.048832
-0.021437, -0.047243
-0.020631, 0.003099
0.080907, -0.050313
0.080907, -0.054239
0.080907, -0.063820
-0.019020, -0.019333
-0.021437, 0.023029
-0.073012, 0.040573
-0.021437, 0.055560
-0.021437, 0.047534
-0.020631, -0.011209
-0.020631, 0.004425
-0.021437, 0.020506
-0.021437, 0.013162
-0.092353, 0.006583
-0.118947, -0.023284
-0.099606, -0.000459
-0.073012, -0.023487
-0.021437, -0.043714
-0.021437, -0.038997
-0.072207, 0.016714
-0.021437, 0.024511
-0.073012, -0.013376
-0.021437, 0.023854
-0.073012, 0.012314
-0.073012, -0.026563
-0.021437, -0.010892
-0.021437, 0.004440
-0.021437, 0.018223
-0.073012, 0.030874
-0.073012, 0.042058
-0.099606, -0.016420
-0.073012, 0.012654
-0.021437, 0.020733
-0.021437, 0.075719
-0.021437, -0.001632
-0.021437, -0.027661
-0.021437, -0.083441
-0.021437, -0.039527
-0.021437, -0.022417
-0.021437, -0.031212
-0.072207, -0.068414
-0.021437, -0.054692
0.030138, -0.037836
0.080907, 0.055049
0.030138, 0.068970
0.055925, 0.081984
0.055925, 0.023315
-0.021437, 0.016063
-0.021437, 0.036288
-0.021437, 0.033834
-0.021437, 0.058949
-0.021437, -0.041505
0.030138, -0.088722
0.055925, -0.032446
0.030138, 0.024701
0.030138, 0.030467
-0.021437, -0.013434
-0.021437, -0.005675
-0.021437, 0.002095
0.030138, -0.042554
0.030138, 0.015675
0.030138, 0.019612
0.080907, -0.028231
0.030138, 0.024090
-0.021437, -0.029929
0.030138, 0.019476
0.030138, -0.035075
-0.019020, -0.040992
-0.021437, -0.049216
-0.021437, -0.054081
-0.021437, -0.011649
-0.021437, 0.056215
0.030138, 0.072479
-0.021437, 0.063570
-0.021437, 0.054606
-0.021437, 0.048380
-0.021437, -0.008363
0.030138, 0.012268
0.055925, 0.034473
0.030138, -0.018088
0.030138, -0.072344
0.030138, -0.020580
0.030138, 0.031603
-0.021437, 0.010308
