Values, Voltage, Values_filtered, Voltages_filtered
1901.000000, 1.531941, 48.044821, 0.038717
1896.000000, 1.527912, -62.167554, -0.050098
1856.000000, 1.495678, -0.342185, -0.000276
1856.000000, 1.495678, -3.993806, -0.003218
1856.000000, 1.495678, -2.788341, -0.002247
1856.000000, 1.495678, -3.866011, -0.003115
1856.000000, 1.495678, -5.312000, -0.004281
1896.000000, 1.527912, -6.327947, -0.005099
1856.000000, 1.495678, -7.253403, -0.005845
1856.000000, 1.495678, 30.660982, 0.024708
1856.000000, 1.495678, 32.054748, 0.025832
1856.000000, 1.495678, 31.131046, 0.025087
1856.000000, 1.495678, 30.535673, 0.024608
1896.000000, 1.527912, -11.676007, -0.009409
1898.000000, 1.529524, -75.438636, -0.060793
1901.000000, 1.531941, -11.824568, -0.009529
1901.000000, 1.531941, -12.024587, -0.009690
1898.000000, 1.529524, -11.190365, -0.009018
1901.000000, 1.531941, -10.282271, -0.008286
1856.000000, 1.495678, -9.638370, -0.007767
1792.000000, 1.444103, -9.600700, -0.007737
1773.000000, 1.428791, -8.908865, -0.007179
1901.000000, 1.531941, 33.696021, 0.027154
1896.000000, 1.527912, 38.509377, 0.031033
1856.000000, 1.495678, 36.807012, 0.029661
1856.000000, 1.495678, -6.336344, -0.005106
1856.000000, 1.495678, -7.836482, -0.006315
1856.000000, 1.495678, -5.597743, -0.004511
1856.000000, 1.495678, -4.063766, -0.003275
1856.000000, 1.495678, -5.028103, -0.004052
1898.000000, 1.529524, -4.774784, -0.003848
1901.000000, 1.531941, -4.083152, -0.003290
1856.000000, 1.495678, 36.100274, 0.029092
1856.000000, 1.495678, -7.792755, -0.006280
1856.000000, 1.495678, -7.746685, -0.006243
1856.000000, 1.495678, -10.272176, -0.008278
1856.000000, 1.495678, -10.679907, -0.008607
1856.000000, 1.495678, -11.126058, -0.008966
1856.000000, 1.495678, 28.203490, 0.022728
1896.000000, 1.527912, -12.073980, -0.009730
1773.000000, 1.428791, -12.573431, -0.010132
1901.000000, 1.531941, -13.894115, -0.011197
1728.000000, 1.392527, -11.727587, -0.009451
1856.000000, 1.495678, -14.099461, -0.011362
1792.000000, 1.444103, -9.959389, -0.008026
1856.000000, 1.495678, -10.919154, -0.008799
1856.000000, 1.495678, -7.863417, -0.006337
1856.000000, 1.495678, -7.436814, -0.005993
1896.000000, 1.527912, 39.270835, 0.031647
1901.000000, 1.531941, 41.095433, 0.033117
1901.000000, 1.531941, 38.750371, 0.031227
1901.000000, 1.531941, 43.489874, 0.035047
1898.000000, 1.529524, 42.133638, 0.033954
1901.000000, 1.531941, 40.676827, 0.032780
1901.000000, 1.531941, 3.053886, 0.002461
1898.000000, 1.529524, -128.528302, -0.103576
1901.000000, 1.531941, -62.833886, -0.050635
1901.000000, 1.531941, 1.356074, 0.001093
1856.000000, 1.495678, 0.246318, 0.000198
1731.000000, 1.394945, -1.875391, -0.001511
1896.000000, 1.527912, -3.088651, -0.002489
1856.000000, 1.495678, -1.051611, -0.000847
1856.000000, 1.495678, -4.622497, -0.003725
1856.000000, 1.495678, -5.414984, -0.004364
1856.000000, 1.495678, -7.666775, -0.006178
1896.000000, 1.527912, -91.246772, -0.073532
1898.000000, 1.529524, 36.103742, 0.029095
1898.000000, 1.529524, 34.457743, 0.027768
1856.000000, 1.495678, 33.002963, 0.026596
1856.000000, 1.495678, 31.522067, 0.025402
1856.000000, 1.495678, 31.260755, 0.025192
1856.000000, 1.495678, 31.388240, 0.025295
1792.000000, 1.444103, 27.417625, 0.022095
1856.000000, 1.495678, 25.377373, 0.020451
1896.000000, 1.527912, -13.000281, -0.010476
1901.000000, 1.531941, -16.173788, -0.013034
1901.000000, 1.531941, -14.370693, -0.011581
1901.000000, 1.531941, -12.679071, -0.010218
1901.000000, 1.531941, -75.817981, -0.061099
1856.000000, 1.495678, -10.888579, -0.008775
1773.000000, 1.428791, -11.265096, -0.009078
1898.000000, 1.529524, 31.431696, 0.025330
1901.000000, 1.531941, -8.572103, -0.006908
1901.000000, 1.531941, -8.749651, -0.007051
1901.000000, 1.531941, -6.531028, -0.005263
1901.000000, 1.531941, -91.831072, -0.074003
1901.000000, 1.531941, 37.680795, 0.030365
1901.000000, 1.531941, 38.241666, 0.030817
1901.000000, 1.531941, 39.127272, 0.031531
1896.000000, 1.527912, 36.555543, 0.029459
1856.000000, 1.495678, 30.841280, 0.024854
1773.000000, 1.428791, -10.422500, -0.008399
1856.000000, 1.495678, -11.329469, -0.009130
1856.000000, 1.495678, -10.125599, -0.008160
1856.000000, 1.495678, -11.756648, -0.009474
1856.000000, 1.495678, -12.383100, -0.009979
1856.000000, 1.495678, 26.293018, 0.021189
1856.000000, 1.495678, -13.930200, -0.011226
1896.000000, 1.527912, -14.094829, -0.011358
1898.000000, 1.529524, -14.144893, -0.011399
1901.000000, 1.531941, -14.910185, -0.012016
1901.000000, 1.531941, -15.461554, -0.012460
1901.000000, 1.531941, 22.077935, 0.017792
1896.000000, 1.527912, 24.027419, 0.019363
1728.000000, 1.392527, 26.087322, 0.021023
1856.000000, 1.495678, 24.698770, 0.019904
1856.000000, 1.495678, 25.380940, 0.020454
1856.000000, 1.495678, 27.496598, 0.022158
1856.000000, 1.495678, -16.458775, -0.013263
1856.000000, 1.495678, -80.154775, -0.064594
1856.000000, 1.495678, -97.443181, -0.078526
1856.000000, 1.495678, 32.076121, 0.025849
1856.000000, 1.495678, 28.965939, 0.023343
1856.000000, 1.495678, -10.020692, -0.008075
1896.000000, 1.527912, -8.353952, -0.006732
1856.000000, 1.495678, -6.306040, -0.005082
1856.000000, 1.495678, -5.393409, -0.004346
1856.000000, 1.495678, -3.146628, -0.002536
1856.000000, 1.495678, -1.217181, -0.000981
1856.000000, 1.495678, 42.318103, 0.034103
1856.000000, 1.495678, 48.106964, 0.038768
1856.000000, 1.495678, 4.444345, 0.003582
1856.000000, 1.495678, 5.608487, 0.004520
1856.000000, 1.495678, 6.682280, 0.005385
1792.000000, 1.444103, 7.233297, 0.005829
1856.000000, 1.495678, 6.880447, 0.005545
1856.000000, 1.495678, 9.464264, 0.007627
1856.000000, 1.495678, 8.228914, 0.006631
1856.000000, 1.495678, 47.376862, 0.038179
1856.000000, 1.495678, -76.923832, -0.061990
1856.000000, 1.495678, 49.473910, 0.039869
1856.000000, 1.495678, -125.523437, -0.101154
1856.000000, 1.495678, 0.193777, 0.000156
1856.000000, 1.495678, -66.395132, -0.053505
1856.000000, 1.495678, -5.029068, -0.004053
1896.000000, 1.527912, -7.933019, -0.006393
1735.000000, 1.398168, -10.378414, -0.008364
1901.000000, 1.531941, 25.942094, 0.020906
1901.000000, 1.531941, 32.501542, 0.026192
1901.000000, 1.531941, 28.798624, 0.023208
1901.000000, 1.531941, 27.497629, 0.022159
1901.000000, 1.531941, 22.875648, 0.018435
1898.000000, 1.529524, 25.293322, 0.020383
1856.000000, 1.495678, 21.569594, 0.017382
1856.000000, 1.495678, 17.176791, 0.013842
1735.000000, 1.398168, 21.412490, 0.017255
1856.000000, 1.495678, 21.793017, 0.017562
1856.000000, 1.495678, -18.977573, -0.015293
1856.000000, 1.495678, -143.590439, -0.115714
1856.000000, 1.495678, 23.421285, 0.018874
1856.000000, 1.495678, -14.802745, -0.011929
1856.000000, 1.495678, -13.212433, -0.010647
1856.000000, 1.495678, -10.643854, -0.008577
1856.000000, 1.495678, -11.451470, -0.009228
1856.000000, 1.495678, 31.143975, 0.025098
1856.000000, 1.495678, 35.050771, 0.028246
1856.000000, 1.495678, 35.853292, 0.028893
1856.000000, 1.495678, -5.746728, -0.004631
1856.000000, 1.495678, -5.786264, -0.004663
1856.000000, 1.495678, -6.217583, -0.005011
1856.000000, 1.495678, -7.144261, -0.005757
1856.000000, 1.495678, -72.112533, -0.058113
1856.000000, 1.495678, -10.425951, -0.008402
1856.000000, 1.495678, 27.399193, 0.022080
1856.000000, 1.495678, 30.041454, 0.024209
1856.000000, 1.495678, 28.397013, 0.022884
1896.000000, 1.527912, 24.782049, 0.019971
1896.000000, 1.527912, 23.688266, 0.019089
1792.000000, 1.444103, -24.271961, -0.019560
1856.000000, 1.495678, -108.930367, -0.087783
1856.000000, 1.495678, 16.512361, 0.013307
1896.000000, 1.527912, 17.747438, 0.014302
1898.000000, 1.529524, 18.896494, 0.015228
1856.000000, 1.495678, 15.761675, 0.012702
1856.000000, 1.495678, 16.895278, 0.013615
1735.000000, 1.398168, 18.295281, 0.014743
1901.000000, 1.531941, 19.187551, 0.015462
1856.000000, 1.495678, 24.214809, 0.019514
1792.000000, 1.444103, 18.832455, 0.015176
1856.000000, 1.495678, -19.417529, -0.015648
1856.000000, 1.495678, -99.350242, -0.080062
1856.000000, 1.495678, -14.934386, -0.012035
1856.000000, 1.495678, -12.800816, -0.010316
1896.000000, 1.527912, -11.281583, -0.009091
1856.000000, 1.495678, -8.493956, -0.006845
1856.000000, 1.495678, -8.447988, -0.006808
1856.000000, 1.495678, -7.255112, -0.005847
1792.000000, 1.444103, 32.987390, 0.026583
1896.000000, 1.527912, 35.392250, 0.028521
1856.000000, 1.495678, 40.134439, 0.032343
1856.000000, 1.495678, 39.256335, 0.031635
1896.000000, 1.527912, 40.335634, 0.032505
1898.000000, 1.529524, 35.688001, 0.028760
1901.000000, 1.531941, -132.623838, -0.106876
1901.000000, 1.531941, -4.825000, -0.003888
1901.000000, 1.531941, -4.670445, -0.003764
1901.000000, 1.531941, -5.022493, -0.004047
1898.000000, 1.529524, -6.009139, -0.004843
1856.000000, 1.495678, -7.999669, -0.006447
1856.000000, 1.495678, -6.429537, -0.005181
1728.000000, 1.392527, -4.851065, -0.003909
1856.000000, 1.495678, -5.248091, -0.004229
1856.000000, 1.495678, -1.141303, -0.000920
1856.000000, 1.495678, 38.928565, 0.031371
1856.000000, 1.495678, 0.562589, 0.000453
1856.000000, 1.495678, 1.788944, 0.001442
1856.000000, 1.495678, 2.832450, 0.002283
1896.000000, 1.527912, 4.823636, 0.003887
1856.000000, 1.495678, 6.936765, 0.005590
1856.000000, 1.495678, 6.239074, 0.005028
1856.000000, 1.495678, 6.919452, 0.005576
1896.000000, 1.527912, 7.288847, 0.005874
1896.000000, 1.527912, 7.805308, 0.006290
1898.000000, 1.529524, -57.126354, -0.046036
1896.000000, 1.527912, 6.370919, 0.005134
1896.000000, 1.527912, 4.489350, 0.003618
1856.000000, 1.495678, 5.013647, 0.004040
1856.000000, 1.495678, -0.058935, -0.000047
1856.000000, 1.495678, 1.494792, 0.001205
1856.000000, 1.495678, -3.221546, -0.002596
1856.000000, 1.495678, -3.540230, -0.002853
1856.000000, 1.495678, -5.862810, -0.004725
1792.000000, 1.444103, -7.191566, -0.005795
1856.000000, 1.495678, -8.354090, -0.006732
1856.000000, 1.495678, 31.990498, 0.025780
1856.000000, 1.495678, -129.616884, -0.104453
1856.000000, 1.495678, 36.722447, 0.029593
1856.000000, 1.495678, 36.860737, 0.029705
1856.000000, 1.495678, 37.419809, 0.030155
1896.000000, 1.527912, 38.365348, 0.030917
1856.000000, 1.495678, 39.695012, 0.031989
1856.000000, 1.495678, 37.035967, 0.029846
1735.000000, 1.398168, -3.945477, -0.003180
1898.000000, 1.529524, -3.034749, -0.002446
1898.000000, 1.529524, -119.099669, -0.095978
1898.000000, 1.529524, 2.122947, 0.001711
1898.000000, 1.529524, -0.344791, -0.000278
1856.000000, 1.495678, 1.633769, 0.001317
1856.000000, 1.495678, 2.013907, 0.001623
1856.000000, 1.495678, 2.395505, 0.001930
1856.000000, 1.495678, 2.503110, 0.002017
1856.000000, 1.495678, 2.086061, 0.001681
1856.000000, 1.495678, 2.406021, 0.001939
1856.000000, 1.495678, 2.210134, 0.001781
1896.000000, 1.527912, 2.245658, 0.001810
1898.000000, 1.529524, 1.386981, 0.001118
1901.000000, 1.531941, -0.109227, -0.000088
1898.000000, 1.529524, -1.268952, -0.001023
1731.000000, 1.394945, -2.769341, -0.002232
1856.000000, 1.495678, -6.452622, -0.005200
1856.000000, 1.495678, -3.508431, -0.002827
1856.000000, 1.495678, -4.092113, -0.003298
1856.000000, 1.495678, -3.332560, -0.002686
1856.000000, 1.495678, -3.125739, -0.002519
1856.000000, 1.495678, -2.497713, -0.002013
1856.000000, 1.495678, 38.317589, 0.030879
1856.000000, 1.495678, 39.345920, 0.031707
1856.000000, 1.495678, -66.405313, -0.053513
1856.000000, 1.495678, -0.256975, -0.000207
1856.000000, 1.495678, 1.640825, 0.001322
1896.000000, 1.527912, 43.015569, 0.034665
1898.000000, 1.529524, 46.566784, 0.037526
1898.000000, 1.529524, 5.019845, 0.004045
1901.000000, 1.531941, 5.655212, 0.004557
1856.000000, 1.495678, -115.252561, -0.092878
1792.000000, 1.444103, 49.967308, 0.040267
1856.000000, 1.495678, 4.886213, 0.003938
1856.000000, 1.495678, -57.877017, -0.046641
1792.000000, 1.444103, 2.127297, 0.001714
1856.000000, 1.495678, 1.297138, 0.001045
1896.000000, 1.527912, 2.099517, 0.001692
1898.000000, 1.529524, 0.442383, 0.000356
1898.000000, 1.529524, 38.387342, 0.030935
1896.000000, 1.527912, -3.544208, -0.002856
1856.000000, 1.495678, -6.070038, -0.004892
1856.000000, 1.495678, -7.747230, -0.006243
1856.000000, 1.495678, -72.534429, -0.058453
1856.000000, 1.495678, 30.269683, 0.024393
1856.000000, 1.495678, -10.401418, -0.008382
1728.000000, 1.392527, -12.202997, -0.009834
1856.000000, 1.495678, 27.915220, 0.022496
1856.000000, 1.495678, 28.939246, 0.023321
1856.000000, 1.495678, 31.093440, 0.025057
1856.000000, 1.495678, 32.094657, 0.025864
1856.000000, 1.495678, 32.039638, 0.025819
1856.000000, 1.495678, 32.330902, 0.026054
1856.000000, 1.495678, 29.670418, 0.023910
1856.000000, 1.495678, -11.879316, -0.009573
1856.000000, 1.495678, -11.462966, -0.009238
1735.000000, 1.398168, -139.580627, -0.112483
1898.000000, 1.529524, -12.097240, -0.009749
1901.000000, 1.531941, -7.299293, -0.005882
1901.000000, 1.531941, -8.917502, -0.007186
1901.000000, 1.531941, -8.806855, -0.007097
1896.000000, 1.527912, -9.133793, -0.007361
1856.000000, 1.495678, -9.544004, -0.007691
1728.000000, 1.392527, 29.091457, 0.023444
1856.000000, 1.495678, -11.472058, -0.009245
1856.000000, 1.495678, -8.345827, -0.006726
1731.000000, 1.394945, -10.381742, -0.008366
1856.000000, 1.495678, 29.776481, 0.023996
1856.000000, 1.495678, 31.207765, 0.025149
1856.000000, 1.495678, 32.674006, 0.026331
1896.000000, 1.527912, 31.877881, 0.025689
1898.000000, 1.529524, 32.660475, 0.026320
1901.000000, 1.531941, -7.179730, -0.005786
1898.000000, 1.529524, -6.600449, -0.005319
1901.000000, 1.531941, -6.057956, -0.004882
1896.000000, 1.527912, -5.244908, -0.004227
1728.000000, 1.392527, -5.604867, -0.004517
1856.000000, 1.495678, -5.823298, -0.004693
1856.000000, 1.495678, -66.245138, -0.053384
1856.000000, 1.495678, -0.529447, -0.000427
1856.000000, 1.495678, -3.069833, -0.002474
1856.000000, 1.495678, -1.460761, -0.001177
1856.000000, 1.495678, -0.002526, -0.000002
1856.000000, 1.495678, 0.247751, 0.000200
1856.000000, 1.495678, 0.400291, 0.000323
1856.000000, 1.495678, 40.218555, 0.032411
1735.000000, 1.398168, -0.329564, -0.000266
1901.000000, 1.531941, -2.383727, -0.001921
1901.000000, 1.531941, -119.802857, -0.096544
1901.000000, 1.531941, 37.624314, 0.030320
1901.000000, 1.531941, 37.619281, 0.030316
1901.000000, 1.531941, 36.913092, 0.029747
1901.000000, 1.531941, 35.831752, 0.028875
1896.000000, 1.527912, -7.221198, -0.005819
1856.000000, 1.495678, -8.344498, -0.006725
1728.000000, 1.392527, -10.150418, -0.008180
1856.000000, 1.495678, -10.939996, -0.008816
1856.000000, 1.495678, -7.926615, -0.006388
1856.000000, 1.495678, -8.943451, -0.007207
1896.000000, 1.527912, -8.054930, -0.006491
1856.000000, 1.495678, 32.543381, 0.026225
1856.000000, 1.495678, 34.240148, 0.027593
1856.000000, 1.495678, 38.344025, 0.030900
1856.000000, 1.495678, 36.058162, 0.029058
1856.000000, 1.495678, -130.055994, -0.104807
1856.000000, 1.495678, -4.269755, -0.003441
1856.000000, 1.495678, -3.543236, -0.002855
1896.000000, 1.527912, -2.752682, -0.002218
1856.000000, 1.495678, -2.020922, -0.001629
1856.000000, 1.495678, -2.939104, -0.002369
1735.000000, 1.398168, -2.779891, -0.002240
1896.000000, 1.527912, -2.311503, -0.001863
1856.000000, 1.495678, -1.523242, -0.001228
1856.000000, 1.495678, -3.985889, -0.003212
1856.000000, 1.495678, -3.898134, -0.003141
1856.000000, 1.495678, -4.464411, -0.003598
1856.000000, 1.495678, 35.636417, 0.028718
1735.000000, 1.398168, 35.130100, 0.028310
1901.000000, 1.531941, 34.721388, 0.027981
1901.000000, 1.531941, 37.118945, 0.029913
1901.000000, 1.531941, -8.517814, -0.006864
1901.000000, 1.531941, -71.805285, -0.057865
1901.000000, 1.531941, -10.270364, -0.008276
1898.000000, 1.529524, -9.970688, -0.008035
1901.000000, 1.531941, -73.554158, -0.059274
1898.000000, 1.529524, -8.931213, -0.007197
1856.000000, 1.495678, 31.161815, 0.025112
1731.000000, 1.394945, 33.972295, 0.027377
1901.000000, 1.531941, 35.012576, 0.028215
1901.000000, 1.531941, 37.720768, 0.030398
1901.000000, 1.531941, -1.527599, -0.001231
1896.000000, 1.527912, -1.505163, -0.001213
1856.000000, 1.495678, 0.939997, 0.000758
1773.000000, 1.428791, 1.779281, 0.001434
1898.000000, 1.529524, 2.839896, 0.002289
1898.000000, 1.529524, -120.548809, -0.097146
1856.000000, 1.495678, 7.644988, 0.006161
1856.000000, 1.495678, 8.525803, 0.006871
1856.000000, 1.495678, 9.707350, 0.007823
1773.000000, 1.428791, 9.972231, 0.008036
1901.000000, 1.531941, 10.060356, 0.008107
1901.000000, 1.531941, 13.213390, 0.010648
1898.000000, 1.529524, 10.662874, 0.008593
1856.000000, 1.495678, 10.858871, 0.008751
1856.000000, 1.495678, 6.108690, 0.004923
1856.000000, 1.495678, -114.666869, -0.092406
1792.000000, 1.444103, 47.523452, 0.038297
1856.000000, 1.495678, 49.008127, 0.039494
1856.000000, 1.495678, 49.340993, 0.039762
1856.000000, 1.495678, 47.702510, 0.038442
1856.000000, 1.495678, 41.404557, 0.033366
1898.000000, 1.529524, 1.568621, 0.001264
1901.000000, 1.531941, -127.027265, -0.102366
1901.000000, 1.531941, -0.344287, -0.000277
1901.000000, 1.531941, -1.285686, -0.001036
1901.000000, 1.531941, -126.117972, -0.101634
1898.000000, 1.529524, -1.022363, -0.000824
1856.000000, 1.495678, -1.110856, -0.000895
1856.000000, 1.495678, -1.403775, -0.001131
1728.000000, 1.392527, 39.063486, 0.031480
1856.000000, 1.495678, 40.119003, 0.032330
1856.000000, 1.495678, 46.526956, 0.037494
1856.000000, 1.495678, 42.709958, 0.034418
1896.000000, 1.527912, 46.683131, 0.037620
1898.000000, 1.529524, 42.053235, 0.033889
1901.000000, 1.531941, -125.697240, -0.101294
1901.000000, 1.531941, 0.525896, 0.000424
1898.000000, 1.529524, 0.410549, 0.000331
1856.000000, 1.495678, -0.121832, -0.000098
1735.000000, 1.398168, -2.066237, -0.001665
1856.000000, 1.495678, -3.345890, -0.002696
1856.000000, 1.495678, -1.239109, -0.000999
1856.000000, 1.495678, -3.781968, -0.003048
1856.000000, 1.495678, -3.474583, -0.002800
1856.000000, 1.495678, -5.446221, -0.004389
1856.000000, 1.495678, -126.635022, -0.102050
1856.000000, 1.495678, 34.931800, 0.028150
1856.000000, 1.495678, 35.399722, 0.028527
1856.000000, 1.495678, 35.708534, 0.028776
1856.000000, 1.495678, 35.213493, 0.028377
1856.000000, 1.495678, 35.376300, 0.028508
1856.000000, 1.495678, 34.802571, 0.028046
1856.000000, 1.495678, 29.800720, 0.024015
1898.000000, 1.529524, -9.429450, -0.007599
1901.000000, 1.531941, -136.055227, -0.109642
1901.000000, 1.531941, -7.450310, -0.006004
1901.000000, 1.531941, -6.160218, -0.004964
1901.000000, 1.531941, -5.066310, -0.004083
1898.000000, 1.529524, 37.132973, 0.029924
1856.000000, 1.495678, -0.814181, -0.000656
1792.000000, 1.444103, -0.027755, -0.000022
1728.000000, 1.392527, 2.717183, 0.002190
1856.000000, 1.495678, 1.542751, 0.001243
1856.000000, 1.495678, 6.192856, 0.004991
1856.000000, 1.495678, 7.055799, 0.005686
1896.000000, 1.527912, 8.377826, 0.006751
1901.000000, 1.531941, 49.178727, 0.039631
1901.000000, 1.531941, 8.782874, 0.007078
1901.000000, 1.531941, 8.170220, 0.006584
1901.000000, 1.531941, -113.909322, -0.091795
1856.000000, 1.495678, 45.384528, 0.036574
1792.000000, 1.444103, 2.591176, 0.002088
1792.000000, 1.444103, 0.246246, 0.000198
1856.000000, 1.495678, -1.251395, -0.001008
1856.000000, 1.495678, -2.071493, -0.001669
1856.000000, 1.495678, -4.649073, -0.003747
1896.000000, 1.527912, -127.803788, -0.102992
1856.000000, 1.495678, 36.204417, 0.029176
1856.000000, 1.495678, 32.819668, 0.026448
1896.000000, 1.527912, 29.427065, 0.023714
1856.000000, 1.495678, 27.887529, 0.022473
1856.000000, 1.495678, 26.298159, 0.021193
1856.000000, 1.495678, 21.002562, 0.016925
1856.000000, 1.495678, 23.326980, 0.018798
1856.000000, 1.495678, 21.176549, 0.017065
1856.000000, 1.495678, -20.064437, -0.016169
1856.000000, 1.495678, -144.141939, -0.116158
1898.000000, 1.529524, 27.748100, 0.022361
1901.000000, 1.531941, 29.367767, 0.023666
1901.000000, 1.531941, 30.504989, 0.024583
1898.000000, 1.529524, 27.587287, 0.022232
1896.000000, 1.527912, -10.811245, -0.008712
1856.000000, 1.495678, -90.749935, -0.073132
1735.000000, 1.398168, 31.987239, 0.025777
1901.000000, 1.531941, 34.649276, 0.027922
1901.000000, 1.531941, -1.378052, -0.001111
1901.000000, 1.531941, -1.517075, -0.001223
1898.000000, 1.529524, -0.202524, -0.000163
1856.000000, 1.495678, -83.095215, -0.066963
1735.000000, 1.398168, 43.882833, 0.035363
1898.000000, 1.529524, 43.697331, 0.035214
1901.000000, 1.531941, 43.248721, 0.034852
1901.000000, 1.531941, -0.012912, -0.000010
1901.000000, 1.531941, -4.345777, -0.003502
1898.000000, 1.529524, -4.756394, -0.003833
1856.000000, 1.495678, -69.648307, -0.056127
1792.000000, 1.444103, -8.192883, -0.006602
1856.000000, 1.495678, -9.648903, -0.007776
1856.000000, 1.495678, -9.674045, -0.007796
1856.000000, 1.495678, -11.070377, -0.008921
1856.000000, 1.495678, 26.595783, 0.021432
1856.000000, 1.495678, 28.968818, 0.023345
1856.000000, 1.495678, 30.118832, 0.024272
1856.000000, 1.495678, 26.640897, 0.021469
1896.000000, 1.527912, 27.586326, 0.022231
1896.000000, 1.527912, 26.164421, 0.021085
1901.000000, 1.531941, -15.904044, -0.012816
1901.000000, 1.531941, -14.232843, -0.011470
1901.000000, 1.531941, -140.685534, -0.113373
1896.000000, 1.527912, -10.983023, -0.008851
1856.000000, 1.495678, -9.256141, -0.007459
1735.000000, 1.398168, -8.703697, -0.007014
1856.000000, 1.495678, 34.482903, 0.027788
1856.000000, 1.495678, 37.694854, 0.030377
1856.000000, 1.495678, 42.017189, 0.033860
1728.000000, 1.392527, 43.911917, 0.035387
1856.000000, 1.495678, 41.224503, 0.033221
1856.000000, 1.495678, 3.348271, 0.002698
1856.000000, 1.495678, -118.239179, -0.095284
1856.000000, 1.495678, 3.299960, 0.002659
1896.000000, 1.527912, 3.369958, 0.002716
1856.000000, 1.495678, 2.769545, 0.002232
1856.000000, 1.495678, 2.110615, 0.001701
1856.000000, 1.495678, -1.987421, -0.001602
1856.000000, 1.495678, -1.977175, -0.001593
1856.000000, 1.495678, -2.390697, -0.001927
1856.000000, 1.495678, -3.910439, -0.003151
1856.000000, 1.495678, -5.424923, -0.004372
1856.000000, 1.495678, -6.927388, -0.005583
1856.000000, 1.495678, -8.199210, -0.006607
1856.000000, 1.495678, -9.561969, -0.007706
1856.000000, 1.495678, -10.127475, -0.008161
1856.000000, 1.495678, 27.546405, 0.022199
1856.000000, 1.495678, 30.634912, 0.024687
1856.000000, 1.495678, 31.094589, 0.025058
1896.000000, 1.527912, 30.915979, 0.024914
1896.000000, 1.527912, 32.700170, 0.026352
1898.000000, 1.529524, 29.615943, 0.023866
1898.000000, 1.529524, -11.733759, -0.009456
1856.000000, 1.495678, -74.987696, -0.060430
1856.000000, 1.495678, -138.212501, -0.111380
1856.000000, 1.495678, -8.347452, -0.006727
1856.000000, 1.495678, -6.598905, -0.005318
1856.000000, 1.495678, -5.274339, -0.004250
1856.000000, 1.495678, 37.484297, 0.030207
1856.000000, 1.495678, 43.342833, 0.034928
1856.000000, 1.495678, 45.641802, 0.036781
1735.000000, 1.398168, 42.653419, 0.034373
1898.000000, 1.529524, 44.576415, 0.035922
1898.000000, 1.529524, 3.866967, 0.003116
1901.000000, 1.531941, -61.995423, -0.049960
1901.000000, 1.531941, -61.909403, -0.049890
1901.000000, 1.531941, 0.647254, 0.000522
1735.000000, 1.398168, -0.194598, -0.000157
1896.000000, 1.527912, -6.069900, -0.004891
1856.000000, 1.495678, 37.579414, 0.030284
1856.000000, 1.495678, -5.097020, -0.004107
1856.000000, 1.495678, -5.875717, -0.004735
1856.000000, 1.495678, 32.281260, 0.026014
1856.000000, 1.495678, -9.125332, -0.007354
1856.000000, 1.495678, -10.678469, -0.008605
1856.000000, 1.495678, -11.839969, -0.009541
1856.000000, 1.495678, -13.062645, -0.010527
1856.000000, 1.495678, -13.456672, -0.010844
1856.000000, 1.495678, -17.956467, -0.014470
1856.000000, 1.495678, -16.971744, -0.013677
1856.000000, 1.495678, 25.884689, 0.020859
1856.000000, 1.495678, 29.129900, 0.023475
1856.000000, 1.495678, 29.510725, 0.023782
1856.000000, 1.495678, 27.270447, 0.021976
1856.000000, 1.495678, 23.343118, 0.018811
1856.000000, 1.495678, -14.723866, -0.011865
1735.000000, 1.398168, -134.399551, -0.108307
1901.000000, 1.531941, 31.497258, 0.025382
1901.000000, 1.531941, 35.288681, 0.028438
1901.000000, 1.531941, 35.177770, 0.028348
1898.000000, 1.529524, 30.578694, 0.024642
1856.000000, 1.495678, -10.293537, -0.008295
1856.000000, 1.495678, -130.707250, -0.105332
1735.000000, 1.398168, 32.531742, 0.026216
1898.000000, 1.529524, 34.469995, 0.027778
1896.000000, 1.527912, 37.384871, 0.030127
1728.000000, 1.392527, 35.020602, 0.028222
1856.000000, 1.495678, 28.887093, 0.023279
1856.000000, 1.495678, -10.026759, -0.008080
1856.000000, 1.495678, -75.551765, -0.060884
1856.000000, 1.495678, -11.725682, -0.009449
1856.000000, 1.495678, -12.724208, -0.010254
1856.000000, 1.495678, -12.379137, -0.009976
1773.000000, 1.428791, -12.560834, -0.010122
1901.000000, 1.531941, -12.570353, -0.010130
1901.000000, 1.531941, -9.401876, -0.007577
1901.000000, 1.531941, -9.985731, -0.008047
1856.000000, 1.495678, 31.400590, 0.025305
1856.000000, 1.495678, 30.812403, 0.024831
1856.000000, 1.495678, 38.575804, 0.031087
1856.000000, 1.495678, 36.998693, 0.029816
1856.000000, 1.495678, 39.635157, 0.031940
1856.000000, 1.495678, 37.312645, 0.030069
1856.000000, 1.495678, -1.029403, -0.000830
1856.000000, 1.495678, -119.407901, -0.096226
1856.000000, 1.495678, 3.930779, 0.003168
1856.000000, 1.495678, 5.967079, 0.004809
1856.000000, 1.495678, 7.881284, 0.006351
1856.000000, 1.495678, -118.640996, -0.095608
1856.000000, 1.495678, 10.968364, 0.008839
1856.000000, 1.495678, 8.412155, 0.006779
1856.000000, 1.495678, 9.443875, 0.007610
1896.000000, 1.527912, 10.181888, 0.008205
