raw_audio, threshold
2.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
74.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
74.812500, 124.090909
97.812500, 124.090909
66.812500, 124.090909
-157.187500, 124.090909
-93.187500, 124.090909
-53.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
66.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
97.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
74.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
2.812500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
34.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
66.812500, 124.090909
2.812500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
66.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
2.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-61.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-53.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
74.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
2.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
2.812500, 124.090909
-53.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-157.187500, 124.090909
-29.187500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
66.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
34.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
74.812500, 124.090909
34.812500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
2.812500, 124.090909
97.812500, 124.090909
74.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
97.812500, 124.090909
98.812500, 124.090909
97.812500, 124.090909
2.812500, 124.090909
-93.187500, 124.090909
-157.187500, 124.090909
-157.187500, 124.090909
-29.187500, 124.090909
129.812500, 124.090909
161.812500, 124.090909
97.812500, 124.090909
-93.187500, 124.090909
-221.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
97.812500, 124.090909
98.812500, 124.090909
66.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
66.812500, 124.090909
97.812500, 124.090909
74.812500, 124.090909
34.812500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
74.812500, 124.090909
74.812500, 124.090909
97.812500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
74.812500, 124.090909
34.812500, 124.090909
-53.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
66.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
66.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-157.187500, 124.090909
-29.187500, 124.090909
66.812500, 124.090909
97.812500, 124.090909
66.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-61.187500, 124.090909
74.812500, 124.090909
97.812500, 124.090909
74.812500, 124.090909
66.812500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
97.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-53.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
74.812500, 124.090909
97.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-53.187500, 124.090909
-29.187500, 124.090909
74.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-157.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
2.812500, 124.090909
2.812500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-53.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
97.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-61.187500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
74.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
74.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-61.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
74.812500, 124.090909
66.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
-93.187500, 124.090909
-61.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
74.812500, 124.090909
66.812500, 124.090909
66.812500, 124.090909
-29.187500, 124.090909
-53.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
97.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
97.812500, 124.090909
34.812500, 124.090909
97.812500, 124.090909
66.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
97.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
66.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-53.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
74.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-53.187500, 124.090909
34.812500, 124.090909
97.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
-61.187500, 124.090909
-157.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
66.812500, 124.090909
2.812500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-61.187500, 124.090909
2.812500, 124.090909
97.812500, 124.090909
74.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
74.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
2.812500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
74.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
-53.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
34.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
66.812500, 124.090909
34.812500, 124.090909
-53.187500, 124.090909
-93.187500, 124.090909
74.812500, 124.090909
97.812500, 124.090909
97.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-53.187500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-93.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
-29.187500, 124.090909
2.812500, 124.090909
34.812500, 124.090909
66.812500, 124.090909
74.812500, 124.090909
97.812500, 124.090909
34.812500, 124.090909
-29.187500, 124.090909
-93.187500, 124.090909
-157.187500, 124.090909
-157.187500, 124.090909
-93.187500, 124.090909
