value, threshold
-0.239165, 173.727273
-0.621971, 173.727273
-0.195442, 173.727273
-0.958896, 173.727273
0.216343, 173.727273
-0.271499, 173.727273
1.236595, 173.727273
0.566006, 173.727273
0.633581, 173.727273
0.479050, 173.727273
0.378834, 173.727273
0.258448, 173.727273
0.143087, 173.727273
0.025059, 173.727273
-0.090781, 173.727273
-0.201945, 173.727273
-0.304625, 173.727273
-0.394067, 173.727273
-0.466088, 173.727273
-0.515555, 173.727273
-0.539358, 173.727273
-0.533921, 173.727273
-0.498389, 173.727273
-0.431991, 173.727273
-0.337074, 173.727273
-0.216709, 173.727273
-0.076261, 173.727273
0.077772, 173.727273
0.236838, 173.727273
0.392337, 173.727273
0.534407, 173.727273
0.654101, 173.727273
0.742483, 173.727273
0.792178, 173.727273
0.797435, 173.727273
0.754987, 173.727273
0.538893, 173.727273
0.255243, 173.727273
0.607966, 173.727273
0.180709, 173.727273
-0.007361, 173.727273
-0.294526, 173.727273
-0.546192, 173.727273
-0.789495, 173.727273
-0.996154, 173.727273
-1.156414, 173.727273
-1.257793, 173.727273
-1.289620, 173.727273
-1.247070, 173.727273
-1.125654, 173.727273
-0.929057, 173.727273
-0.661438, 173.727273
-0.335219, 173.727273
0.036398, 173.727273
0.433456, 173.727273
0.835990, 173.727273
1.219469, 173.727273
1.560610, 173.727273
1.835794, 173.727273
2.022911, 173.727273
2.104840, 173.727273
2.065574, 173.727273
1.899430, 173.727273
1.601778, 173.727273
1.180711, 173.727273
0.646569, 173.727273
0.021162, 173.727273
-0.669040, 173.727273
-1.390776, 173.727273
-2.104717, 173.727273
-2.769837, 173.727273
-3.340872, 173.727273
-3.773971, 173.727273
-4.026780, 173.727273
-4.059861, 173.727273
-3.841120, 173.727273
-3.344503, 173.727273
-2.553083, 173.727273
-1.461208, 173.727273
-0.071731, 173.727273
1.598881, 173.727273
3.525586, 173.727273
5.671860, 173.727273
7.992046, 173.727273
10.433977, 173.727273
12.939414, 173.727273
15.445223, 173.727273
17.887744, 173.727273
20.204852, 173.727273
-19.788844, 173.727273
6.107510, 173.727273
-57.278223, 173.727273
-14.980519, 173.727273
-55.024537, 173.727273
9.577470, 173.727273
10.824601, 173.727273
9.729414, 173.727273
10.313578, 173.727273
9.611792, 173.727273
8.666654, 173.727273
7.527498, 173.727273
6.248563, 173.727273
4.887715, 173.727273
3.501746, 173.727273
2.145154, 173.727273
0.870259, 173.727273
-0.278533, 173.727273
-1.262603, 173.727273
-2.053930, 173.727273
-2.634127, 173.727273
-2.993208, 173.727273
-3.133168, 173.727273
-3.064119, 173.727273
-2.804546, 173.727273
-2.381812, 173.727273
-1.826917, 173.727273
-1.176330, 173.727273
-0.467483, 173.727273
0.261793, 173.727273
0.973240, 173.727273
1.635017, 173.727273
2.215765, 173.727273
2.694663, 173.727273
3.051058, 173.727273
3.277708, 173.727273
-18.630834, 173.727273
3.328910, 173.727273
3.166568, 173.727273
2.896384, 173.727273
2.537323, 173.727273
2.110645, 173.727273
1.641619, 173.727273
1.152475, 173.727273
0.668796, 173.727273
0.210896, 173.727273
-0.200528, 173.727273
-0.551926, 173.727273
-0.830416, 173.727273
-1.030534, 173.727273
-1.147885, 173.727273
-1.186090, 173.727273
-1.149557, 173.727273
-1.048147, 173.727273
-0.893045, 173.727273
-0.698008, 173.727273
-0.477323, 173.727273
-0.246133, 173.727273
-0.017882, 173.727273
0.193958, 173.727273
0.379202, 173.727273
0.528851, 173.727273
0.637268, 173.727273
0.701313, 173.727273
