value, threshold
-0.432577, 173.727273
-1.365723, 173.727273
0.640687, 173.727273
2.696426, 173.727273
-0.518481, 173.727273
0.007470, 173.727273
1.217747, 173.727273
1.178943, 173.727273
-0.526654, 173.727273
-1.664384, 173.727273
0.097332, 173.727273
0.557776, 173.727273
-0.087103, 173.727273
-1.275504, 173.727273
-1.112566, 173.727273
-0.852165, 173.727273
1.731774, 173.727273
-1.852642, 173.727273
-0.650692, 173.727273
-1.655763, 173.727273
-0.492116, 173.727273
-0.173993, 173.727273
1.437494, 173.727273
4.162830, 173.727273
1.114417, 173.727273
-1.064823, 173.727273
1.321014, 173.727273
0.547925, 173.727273
0.788096, 173.727273
0.958182, 173.727273
1.658761, 173.727273
-0.041449, 173.727273
-1.251769, 173.727273
0.946461, 173.727273
-1.515711, 173.727273
-0.516381, 173.727273
-0.645691, 173.727273
-2.426657, 173.727273
-1.489520, 173.727273
-1.783084, 173.727273
-2.505806, 173.727273
-1.577259, 173.727273
-0.115408, 173.727273
2.106480, 173.727273
-1.223899, 173.727273
0.466226, 173.727273
0.420486, 173.727273
0.974146, 173.727273
0.956154, 173.727273
1.257108, 173.727273
3.373212, 173.727273
1.151303, 173.727273
2.617453, 173.727273
2.852738, 173.727273
0.942782, 173.727273
1.608342, 173.727273
0.483166, 173.727273
-0.704116, 173.727273
-0.600581, 173.727273
0.356904, 173.727273
1.304654, 173.727273
-6.144942, 173.727273
-3.290011, 173.727273
-2.601679, 173.727273
0.711555, 173.727273
-2.976644, 173.727273
-2.362527, 173.727273
-3.591282, 173.727273
-4.638713, 173.727273
-2.252073, 173.727273
-1.336483, 173.727273
0.295012, 173.727273
-0.896641, 173.727273
1.996962, 173.727273
2.443776, 173.727273
4.674445, 173.727273
5.525928, 173.727273
7.919834, 173.727273
6.257383, 173.727273
9.597092, 173.727273
7.709717, 173.727273
6.766864, 173.727273
5.166746, 173.727273
4.442973, 173.727273
2.840158, 173.727273
-1.117420, 173.727273
-2.875642, 173.727273
-6.755256, 173.727273
-10.708426, 173.727273
-89.461173, 173.727273
-92.959126, 173.727273
94.967414, 173.727273
10.064934, 173.727273
-40.225394, 173.727273
18.210665, 173.727273
75.812502, 173.727273
49.338977, 173.727273
-55.977708, 173.727273
-18.508512, 173.727273
41.958717, 173.727273
59.545596, 173.727273
-5.157702, 173.727273
-5.639418, 173.727273
-68.616471, 173.727273
119.323091, 173.727273
-9.381494, 173.727273
-11.175762, 173.727273
-70.862979, 173.727273
-73.543261, 173.727273
-74.235587, 173.727273
-72.045498, 173.727273
119.727309, 173.727273
120.603478, 173.727273
-70.424054, 173.727273
-6.195440, 173.727273
-6.704572, 173.727273
-7.903566, 173.727273
-8.500364, 173.727273
57.623677, 173.727273
59.258119, 173.727273
-68.213154, 173.727273
59.275633, 173.727273
-4.747040, 173.727273
-4.805780, 173.727273
57.934003, 173.727273
-27.643194, 173.727273
-21.536343, 173.727273
-4.044454, 173.727273
-67.419683, 173.727273
-69.119693, 173.727273
-73.841695, 173.727273
130.162038, 173.727273
10.573303, 173.727273
8.629074, 173.727273
13.183823, 173.727273
4.155510, 173.727273
3.800819, 173.727273
-65.844964, 173.727273
67.556221, 173.727273
-9.498187, 173.727273
-10.422965, 173.727273
68.015861, 173.727273
-15.373697, 173.727273
6.889195, 173.727273
15.682698, 173.727273
-34.634583, 173.727273
-40.858681, 173.727273
-40.793222, 173.727273
182.156762, 173.727273
-149.332195, 173.727273
-139.194645, 173.727273
-134.449281, 173.727273
138.917071, 173.727273
98.663786, 173.727273
104.907237, 173.727273
116.844861, 173.727273
-33.245404, 173.727273
-15.259399, 173.727273
-21.153999, 173.727273
32.891192, 173.727273
-82.609522, 173.727273
-34.250770, 173.727273
-54.656557, 173.727273
-9.398364, 173.727273
-60.567925, 173.727273
60.372320, 173.727273
-78.121632, 173.727273
48.807464, 173.727273
51.880021, 173.727273
31.302580, 173.727273
-0.208133, 173.727273
-2.433303, 173.727273
67.006759, 173.727273
-20.783296, 173.727273
-6.925862, 173.727273
-3.944901, 173.727273
-70.275048, 173.727273
-17.962680, 173.727273
-15.621397, 173.727273
-2.948216, 173.727273
-0.355577, 173.727273
74.276247, 173.727273
70.428884, 173.727273
-3.454203, 173.727273
-69.069919, 173.727273
55.870398, 173.727273
52.499147, 173.727273
53.756700, 173.727273
-77.585783, 173.727273
-79.337905, 173.727273
-82.439470, 173.727273
101.619975, 173.727273
12.922545, 173.727273
10.357684, 173.727273
-164.328750, 173.727273
29.700707, 173.727273
35.447655, 173.727273
-84.430590, 173.727273
-11.790976, 173.727273
-4.353111, 173.727273
11.176226, 173.727273
50.455806, 173.727273
72.546163, 173.727273
76.257810, 173.727273
-8.894934, 173.727273
-53.210788, 173.727273
-47.378645, 173.727273
18.874451, 173.727273
87.094538, 173.727273
86.753721, 173.727273
79.655551, 173.727273
73.006952, 173.727273
62.607449, 173.727273
-14.842007, 173.727273
-32.206837, 173.727273
-40.877900, 173.727273
-73.416988, 173.727273
-82.209998, 173.727273
-595.809053, 173.727273
-516.575525, 173.727273
151.698457, 173.727273
118.975798, 173.727273
504.104434, 173.727273
283.226253, 173.727273
289.821856, 173.727273
-114.775472, 173.727273
-162.242818, 173.727273
47.629905, 173.727273
65.747229, 173.727273
-39.699977, 173.727273
-390.162989, 173.727273
-351.054630, 173.727273
-191.277861, 173.727273
787.239729, 173.727273
830.280479, 173.727273
1482.955960, 173.727273
413.495045, 173.727273
-1056.735705, 173.727273
-1322.038506, 173.727273
-1558.931061, 173.727273
-1553.620857, 173.727273
-364.013805, 173.727273
230.813598, 173.727273
1635.449187, 173.727273
1940.765685, 173.727273
832.195382, 173.727273
937.544261, 173.727273
-741.681770, 173.727273
-1145.030889, 173.727273
-1166.344691, 173.727273
-350.130396, 173.727273
474.291158, 173.727273
466.900066, 173.727273
466.242642, 173.727273
10.846205, 173.727273
-317.111028, 173.727273
-280.300932, 173.727273
-323.632055, 173.727273
162.893997, 173.727273
122.017713, 173.727273
441.532410, 173.727273
343.702895, 173.727273
-66.775412, 173.727273
-58.564629, 173.727273
-405.806962, 173.727273
-427.610262, 173.727273
-425.884411, 173.727273
-58.027012, 173.727273
344.502250, 173.727273
343.910747, 173.727273
403.779777, 173.727273
78.885923, 173.727273
-179.825033, 173.727273
-179.611204, 173.727273
-179.597959, 173.727273
18.299674, 173.727273
-6.015176, 173.727273
137.616238, 173.727273
262.736108, 173.727273
266.167522, 173.727273
135.650203, 173.727273
135.050200, 173.727273
-190.173021, 173.727273
-444.770806, 173.727273
-444.133533, 173.727273
-398.928125, 173.727273
-56.296230, 173.727273
-50.717221, 173.727273
338.062083, 173.727273
595.717518, 173.727273
337.306276, 173.727273
337.368920, 173.727273
-49.071263, 173.727273
-373.002897, 173.727273
-339.678615, 173.727273
-451.117043, 173.727273
-187.101372, 173.727273
110.284640, 173.727273
111.943507, 173.727273
302.632986, 173.727273
304.962125, 173.727273
300.842968, 173.727273
-16.595761, 173.727273
-148.501480, 173.727273
-152.395853, 173.727273
-217.065802, 173.727273
-115.137813, 173.727273
-56.741131, 173.727273
-26.128591, 173.727273
42.400593, 173.727273
121.558857, 173.727273
128.330126, 173.727273
-10.189594, 173.727273
-55.392496, 173.727273
-8.648011, 173.727273
13.182728, 173.727273
17.479168, 173.727273
87.039045, 173.727273
-49.226787, 173.727273
-50.616233, 173.727273
7.456306, 173.727273
23.928756, 173.727273
24.543962, 173.727273
108.953622, 173.727273
48.043340, 173.727273
-110.583758, 173.727273
-130.852029, 173.727273
-208.116309, 173.727273
-197.866506, 173.727273
-192.475778, 173.727273
-125.787407, 173.727273
247.630325, 173.727273
533.394815, 173.727273
519.735688, 173.727273
309.077380, 173.727273
63.805311, 173.727273
42.350228, 173.727273
-254.401786, 173.727273
-613.133810, 173.727273
-595.318822, 173.727273
-413.277561, 173.727273
-69.524719, 173.727273
249.523834, 173.727273
240.650070, 173.727273
273.267807, 173.727273
270.147753, 173.727273
276.179519, 173.727273
273.916742, 173.727273
171.379329, 173.727273
-148.178247, 173.727273
-365.229657, 173.727273
-342.735050, 173.727273
-351.066601, 173.727273
-36.362880, 173.727273
-41.333447, 173.727273
216.734800, 173.727273
288.046783, 173.727273
291.559064, 173.727273
198.884590, 173.727273
-113.236128, 173.727273
-221.245850, 173.727273
-219.991174, 173.727273
-346.525218, 173.727273
21.963546, 173.727273
23.656474, 173.727273
53.456429, 173.727273
123.812504, 173.727273
254.529023, 173.727273
254.698757, 173.727273
288.160891, 173.727273
0.310472, 173.727273
-7.990125, 173.727273
-141.594717, 173.727273
-403.382363, 173.727273
-397.868801, 173.727273
-294.580168, 173.727273
-76.043806, 173.727273
126.575388, 173.727273
121.223789, 173.727273
186.320292, 173.727273
213.790628, 173.727273
297.925481, 173.727273
292.689727, 173.727273
225.187506, 173.727273
32.565579, 173.727273
-409.866505, 173.727273
-406.245299, 173.727273
-358.948074, 173.727273
-77.209444, 173.727273
-70.908544, 173.727273
181.226399, 173.727273
276.646340, 173.727273
277.595070, 173.727273
180.514091, 173.727273
-72.527873, 173.727273
-90.358324, 173.727273
-90.139762, 173.727273
-160.318157, 173.727273
-122.823203, 173.727273
-120.371874, 173.727273
136.908470, 173.727273
67.961735, 173.727273
66.071110, 173.727273
43.356950, 173.727273
-62.206484, 173.727273
40.571591, 173.727273
-3.192775, 173.727273
-25.264845, 173.727273
58.610674, 173.727273
119.298643, 173.727273
-10.193446, 173.727273
-73.926222, 173.727273
-12.963404, 173.727273
