value, threshold
0.448504, 310.227273
1.881752, 310.227273
1.454199, 310.227273
-0.734221, 310.227273
-0.211080, 310.227273
-0.542207, 310.227273
-1.022174, 310.227273
-1.635121, 310.227273
-0.243778, 310.227273
-1.854743, 310.227273
-0.561839, 310.227273
-0.227675, 310.227273
-0.575004, 310.227273
0.020997, 310.227273
0.245881, 310.227273
0.552520, 310.227273
0.776828, 310.227273
0.967751, 310.227273
1.099489, 310.227273
1.172521, 310.227273
1.599015, 310.227273
2.211805, 310.227273
0.506326, 310.227273
0.442467, 310.227273
0.553295, 310.227273
-0.453914, 310.227273
-0.390529, 310.227273
-0.331228, 310.227273
0.109305, 310.227273
-1.668423, 310.227273
-1.753353, 310.227273
-1.529935, 310.227273
-2.128571, 310.227273
-1.503958, 310.227273
-1.733708, 310.227273
-0.143658, 310.227273
-0.760894, 310.227273
-0.408537, 310.227273
-0.221661, 310.227273
-0.099383, 310.227273
-0.432504, 310.227273
0.148776, 310.227273
1.051916, 310.227273
1.883062, 310.227273
2.659209, 310.227273
2.275008, 310.227273
3.244503, 310.227273
4.137685, 310.227273
2.847826, 310.227273
1.684736, 310.227273
1.383776, 310.227273
1.914415, 310.227273
0.093047, 310.227273
-1.437739, 310.227273
-2.465700, 310.227273
-2.774028, 310.227273
-3.196535, 310.227273
-4.253303, 310.227273
-3.878336, 310.227273
-4.450374, 310.227273
-4.530347, 310.227273
-4.683538, 310.227273
-3.288862, 310.227273
-1.691981, 310.227273
-2.110418, 310.227273
-0.758597, 310.227273
0.899666, 310.227273
2.536450, 310.227273
4.166309, 310.227273
5.851822, 310.227273
7.543686, 310.227273
7.980561, 310.227273
8.539775, 310.227273
9.590435, 310.227273
7.670041, 310.227273
6.711546, 310.227273
5.524697, 310.227273
3.676065, 310.227273
0.450025, 310.227273
-2.217957, 310.227273
-6.730002, 310.227273
-10.236532, 310.227273
-14.240947, 310.227273
-19.213816, 310.227273
-23.979726, 310.227273
-27.878454, 310.227273
-32.585402, 310.227273
-35.705580, 310.227273
-39.534245, 310.227273
37.502922, 310.227273
115.814542, 310.227273
29.114228, 310.227273
28.939590, 310.227273
32.727282, 310.227273
33.417248, 310.227273
-41.059205, 310.227273
34.707052, 310.227273
-35.794310, 310.227273
-31.915819, 310.227273
4.607585, 310.227273
-25.067294, 310.227273
-21.064846, 310.227273
-17.027180, 310.227273
-14.383950, 310.227273
-11.085083, 310.227273
-8.551885, 310.227273
-6.487980, 310.227273
-5.735104, 310.227273
-4.343341, 310.227273
67.756727, 310.227273
24.758080, 310.227273
-8.288744, 310.227273
22.273324, 310.227273
-13.810944, 310.227273
-16.816716, 310.227273
-19.856862, 310.227273
49.291196, 310.227273
6.692363, 310.227273
-30.083985, 310.227273
-0.964159, 310.227273
-35.335057, 310.227273
-6.015413, 310.227273
-38.932218, 310.227273
35.005100, 310.227273
33.988456, 310.227273
33.783585, 310.227273
33.968538, 310.227273
33.582270, 310.227273
-9.954459, 310.227273
-40.094483, 310.227273
-40.080246, 310.227273
-39.238704, 310.227273
-4.465947, 310.227273
-36.401454, 310.227273
-34.706591, 310.227273
44.082771, 310.227273
42.702087, 310.227273
2.209840, 310.227273
-28.259309, 310.227273
47.330482, 310.227273
45.805643, 310.227273
6.232418, 310.227273
-24.352421, 310.227273
-22.829007, 310.227273
8.463938, 310.227273
-23.882739, 310.227273
9.309638, 310.227273
8.908498, 310.227273
9.748664, 310.227273
-21.469453, 310.227273
-20.297095, 310.227273
55.632399, 310.227273
11.037730, 310.227273
-20.336998, 310.227273
-19.402675, 310.227273
-18.203573, 310.227273
-19.226466, 310.227273
-18.817856, 310.227273
13.956627, 310.227273
14.632145, 310.227273
-17.703148, 310.227273
54.980221, 310.227273
15.415888, 310.227273
-16.039234, 310.227273
-16.153633, 310.227273
17.271185, 310.227273
-15.758093, 310.227273
15.632214, 310.227273
-16.481886, 310.227273
-16.082474, 310.227273
16.515051, 310.227273
