filtered_data, frequency, frequency_magnitude, threshold
282.131071, 0.000000, 722.301387, 173.727273
281.325377, 488.281250, 676.482077, 173.727273
126.154047, 976.562500, 729.866837, 173.727273
-90.228209, 1464.843750, 676.537407, 173.727273
-213.575508, 1953.125000, 733.374246, 173.727273
-211.259049, 2441.406250, 680.433299, 173.727273
-209.055054, 2929.687500, 734.022390, 173.727273
-82.981549, 3417.968750, 683.654573, 173.727273
36.692060, 3906.250000, 735.915577, 173.727273
218.363128, 4394.531250, 689.275489, 173.727273
276.706569, 4882.812500, 738.975455, 173.727273
213.868334, 5371.093750, 696.789554, 173.727273
92.086937, 5859.375000, 740.860438, 173.727273
-60.251988, 6347.656250, 705.499084, 173.727273
-205.728684, 6835.937500, 745.180848, 173.727273
-396.199718, 7324.218750, 714.708030, 173.727273
-297.603265, 7812.500000, 749.433891, 173.727273
-129.252751, 8300.781250, 727.243024, 173.727273
50.400284, 8789.062500, 754.268266, 173.727273
201.907352, 9277.343750, 741.835328, 173.727273
310.392986, 9765.625000, 759.040645, 173.727273
358.555507, 10253.906250, 759.483543, 173.727273
298.860471, 10742.187500, 763.274817, 173.727273
113.218836, 11230.468750, 780.874458, 173.727273
-183.161921, 11718.750000, 766.736380, 173.727273
-321.201789, 12207.031250, 806.893347, 173.727273
-349.514343, 12695.312500, 769.836856, 173.727273
-286.086473, 13183.593750, 840.300100, 173.727273
-192.287172, 13671.875000, 766.162762, 173.727273
-7.645784, 14160.156250, 880.904605, 173.727273
237.260596, 14648.437500, 758.500369, 173.727273
311.574591, 15136.718750, 936.895856, 173.727273
292.333245, 15625.000000, 737.485111, 173.727273
194.842123, 16113.281250, 1064.578633, 173.727273
39.251903, 16601.562500, 278.462984, 173.727273
-70.210842, 17089.843750, 1402.353264, 173.727273
-204.547268, 17578.125000, 417.727482, 173.727273
-279.169652, 18066.406250, 982.927347, 173.727273
-185.672508, 18554.687500, 592.106379, 173.727273
-64.543423, 19042.968750, 2411.646983, 173.727273
122.049662, 19531.250000, 1123.690775, 173.727273
178.348354, 20019.531250, 1607.338933, 173.727273
174.846830, 20507.812500, 42.636536, 173.727273
110.358242, 20996.093750, 958.849912, 173.727273
15.028060, 21484.375000, 3472.474222, 173.727273
-108.327925, 21972.656250, 263.480401, 173.727273
-225.008514, 22460.937500, 2236.087034, 173.727273
-226.389584, 22949.218750, 394.063323, 173.727273
-93.215963, 23437.500000, 1387.690326, 173.727273
40.246502, 23925.781250, 2282.852599, 173.727273
163.166006, 24414.062500, 456.817042, 173.727273
193.194637, 24902.343750, 90.070419, 173.727273
257.224584, 25390.625000, 503.972582, 173.727273
289.673520, 25878.906250, 4097.381364, 173.727273
102.329268, 26367.187500, 904.162080, 173.727273
-200.514167, 26855.468750, 1283.709877, 173.727273
-306.321445, 27343.750000, 2049.557623, 173.727273
-323.879625, 27832.031250, 1427.091937, 173.727273
-259.566245, 28320.312500, 4238.113516, 173.727273
-163.066491, 28808.593750, 3803.807279, 173.727273
-5.710682, 29296.875000, 3743.644008, 173.727273
210.736686, 29785.156250, 1662.559458, 173.727273
335.109094, 30273.437500, 3831.488545, 173.727273
298.461549, 30761.718750, 7132.669040, 173.727273
197.374701, 31250.000000, 1731.951826, 173.727273
100.704079, 31738.281250, 5509.134888, 173.727273
-55.507305, 32226.562500, 12785.497235, 173.727273
-210.164391, 32714.843750, 60003.020910, 173.727273
-305.515944, 33203.125000, 33711.067654, 173.727273
-212.794548, 33691.406250, 57568.403855, 173.727273
-89.369997, 34179.687500, 56586.760935, 173.727273
32.024862, 34667.968750, 43614.218906, 173.727273
116.611102, 35156.250000, 36897.082158, 173.727273
139.830828, 35644.531250, 43869.167135, 173.727273
134.710157, 36132.812500, 28163.493330, 173.727273
108.287198, 36621.093750, 33341.771401, 173.727273
18.055992, 37109.375000, 23584.611813, 173.727273
-159.786805, 37597.656250, 4500.934834, 173.727273
-161.201274, 38085.937500, 20730.002075, 173.727273
-90.631763, 38574.218750, 22291.218305, 173.727273
-22.630923, 39062.500000, 6024.081849, 173.727273
36.265722, 39550.781250, 4713.232341, 173.727273
129.758450, 40039.062500, 5863.315397, 173.727273
