filtered_data, frequency, frequency_magnitude, threshold
-30.723785, 0.000000, 249.646710, 173.727273
27.217610, 488.281250, 186.418132, 173.727273
26.504895, 976.562500, 247.636956, 173.727273
25.310233, 1464.843750, 183.926069, 173.727273
-38.703243, 1953.125000, 246.304638, 173.727273
-37.597985, 2441.406250, 183.888818, 173.727273
21.312498, 2929.687500, 247.088988, 173.727273
-41.470033, 3417.968750, 183.412131, 173.727273
17.719141, 3906.250000, 247.794091, 173.727273
20.013897, 4394.531250, 184.616943, 173.727273
20.006674, 4882.812500, 247.898260, 173.727273
-45.373679, 5371.093750, 183.494190, 173.727273
19.318484, 5859.375000, 247.444520, 173.727273
19.470241, 6347.656250, 183.093200, 173.727273
19.915513, 6835.937500, 248.016157, 173.727273
27.002415, 7324.218750, 184.088881, 173.727273
19.897197, 7812.500000, 247.382435, 173.727273
-38.996720, 8300.781250, 183.428361, 173.727273
-41.870171, 8789.062500, 247.424675, 173.727273
20.739249, 9277.343750, 183.231513, 173.727273
22.812689, 9765.625000, 246.783828, 173.727273
-39.180465, 10253.906250, 181.889266, 173.727273
-41.877000, 10742.187500, 244.054466, 173.727273
20.606809, 11230.468750, 182.128522, 173.727273
-42.301688, 11718.750000, 242.239675, 173.727273
18.099761, 12207.031250, 182.284026, 173.727273
19.394875, 12695.312500, 238.928071, 173.727273
18.938570, 13183.593750, 181.859909, 173.727273
16.515021, 13671.875000, 232.932335, 173.727273
16.708510, 14160.156250, 182.883881, 173.727273
16.900455, 14648.437500, 222.131058, 173.727273
17.328607, 15136.718750, 189.712242, 173.727273
-47.598248, 15625.000000, 179.716985, 173.727273
17.740535, 16113.281250, 194.045893, 173.727273
-45.168740, 16601.562500, 236.421256, 173.727273
19.572532, 17089.843750, 191.257903, 173.727273
-40.379540, 17578.125000, 0.649624, 173.727273
23.940479, 18066.406250, 126.106182, 173.727273
25.496538, 18554.687500, 135.219175, 173.727273
23.130816, 19042.968750, 53.548319, 173.727273
28.426990, 19531.250000, 911.591792, 173.727273
-27.825444, 20019.531250, 2151.258945, 173.727273
-64.401918, 20507.812500, 1258.145609, 173.727273
-29.261797, 20996.093750, 1001.537041, 173.727273
43.295424, 21484.375000, 1650.234218, 173.727273
38.205606, 21972.656250, 618.792394, 173.727273
39.949847, 22460.937500, 168.301464, 173.727273
-22.695445, 22949.218750, 1823.663350, 173.727273
-58.420100, 23437.500000, 884.928972, 173.727273
-25.627105, 23925.781250, 2014.248289, 173.727273
-27.951298, 24414.062500, 1863.103362, 173.727273
37.949559, 24902.343750, 218.238491, 173.727273
39.018041, 25390.625000, 884.293251, 173.727273
-26.421700, 25878.906250, 2645.313112, 173.727273
33.303274, 26367.187500, 2770.423904, 173.727273
30.482576, 26855.468750, 1471.632648, 173.727273
-33.342310, 27343.750000, 946.555505, 173.727273
25.272142, 27832.031250, 503.683103, 173.727273
-40.587742, 28320.312500, 1511.870324, 173.727273
19.751871, 28808.593750, 2222.897507, 173.727273
14.788257, 29296.875000, 1616.696182, 173.727273
11.989191, 29785.156250, 155.689414, 173.727273
10.666171, 30273.437500, 1041.423997, 173.727273
8.096895, 30761.718750, 1063.992176, 173.727273
-54.247140, 31250.000000, 718.986664, 173.727273
-59.079048, 31738.281250, 2057.061895, 173.727273
3.606108, 32226.562500, 606.654039, 173.727273
2.511113, 32714.843750, 558.688486, 173.727273
4.106486, 33203.125000, 37.927718, 173.727273
3.847104, 33691.406250, 1048.315066, 173.727273
4.269715, 34179.687500, 681.557162, 173.727273
68.840334, 34667.968750, 2514.285516, 173.727273
8.606058, 35156.250000, 1409.432150, 173.727273
8.542092, 35644.531250, 4002.464376, 173.727273
7.713285, 36132.812500, 520.247158, 173.727273
-53.596747, 36621.093750, 7.915150, 173.727273
-46.826357, 37109.375000, 1007.262165, 173.727273
14.861841, 37597.656250, 1410.905037, 173.727273
15.931876, 38085.937500, 1062.513342, 173.727273
16.452986, 38574.218750, 527.629236, 173.727273
18.010270, 39062.500000, 439.272107, 173.727273
18.170703, 39550.781250, 2717.672032, 173.727273
