filtered_data, frequency, frequency_magnitude, threshold
-269.133734, 0.000000, 1667.831475, 173.727273
-400.527216, 488.281250, 1035.469443, 173.727273
-373.184371, 976.562500, 1663.985538, 173.727273
-312.760974, 1464.843750, 1035.279188, 173.727273
-74.073012, 1953.125000, 1665.325214, 173.727273
230.570354, 2441.406250, 1036.606882, 173.727273
424.789961, 2929.687500, 1671.213774, 173.727273
421.433835, 3417.968750, 1039.146311, 173.727273
293.256585, 3906.250000, 1679.893383, 173.727273
36.826111, 4394.531250, 1040.041723, 173.727273
-190.054398, 4882.812500, 1688.383493, 173.727273
-351.182393, 5371.093750, 1046.084230, 173.727273
-452.226661, 5859.375000, 1699.721937, 173.727273
-292.428075, 6347.656250, 1050.019387, 173.727273
-84.831654, 6835.937500, 1714.397170, 173.727273
283.994632, 7324.218750, 1052.733185, 173.727273
413.990535, 7812.500000, 1732.237152, 173.727273
351.795164, 8300.781250, 1057.996978, 173.727273
289.761392, 8789.062500, 1752.375142, 173.727273
97.687441, 9277.343750, 1066.304050, 173.727273
-154.622509, 9765.625000, 1777.107625, 173.727273
-418.592379, 10253.906250, 1070.848066, 173.727273
-356.831100, 10742.187500, 1807.410847, 173.727273
-220.365272, 11230.468750, 1078.713372, 173.727273
-89.598384, 11718.750000, 1839.335927, 173.727273
39.557428, 12207.031250, 1086.437386, 173.727273
288.850153, 12695.312500, 1881.093506, 173.727273
417.263622, 13183.593750, 1090.960995, 173.727273
194.278182, 13671.875000, 1925.680126, 173.727273
-31.162187, 14160.156250, 1097.499501, 173.727273
-194.720304, 14648.437500, 1978.281639, 173.727273
-228.640475, 15136.718750, 1101.190862, 173.727273
-227.888148, 15625.000000, 1986.192671, 173.727273
-110.888914, 16113.281250, 1212.633200, 173.727273
28.399994, 16601.562500, 1987.645580, 173.727273
219.579177, 17089.843750, 1042.773950, 173.727273
227.469782, 17578.125000, 3420.792049, 173.727273
232.493745, 18066.406250, 121.049628, 173.727273
171.776669, 18554.687500, 2918.989516, 173.727273
-85.328738, 19042.968750, 308.125844, 173.727273
-285.607225, 19531.250000, 5092.891643, 173.727273
-339.989979, 20019.531250, 1491.393244, 173.727273
-287.493192, 20507.812500, 6610.588017, 173.727273
-68.148556, 20996.093750, 1446.365833, 173.727273
162.897416, 21484.375000, 8819.175345, 173.727273
300.029530, 21972.656250, 860.078960, 173.727273
306.604522, 22460.937500, 37.725753, 173.727273
311.431642, 22949.218750, 3446.421060, 173.727273
184.882197, 23437.500000, 3114.026005, 173.727273
-46.600406, 23925.781250, 6471.493094, 173.727273
-339.162186, 24414.062500, 5249.226636, 173.727273
-403.412875, 24902.343750, 8031.758136, 173.727273
-342.482288, 25390.625000, 338.770845, 173.727273
-195.063358, 25878.906250, 714.501279, 173.727273
-75.810566, 26367.187500, 2655.281594, 173.727273
218.453749, 26855.468750, 2074.483858, 173.727273
357.975221, 27343.750000, 11436.811398, 173.727273
