filtered_data, frequency, frequency_magnitude, threshold
-931.210206, 0.000000, 6928.435322, 173.727273
-986.444979, 488.281250, 1511.208051, 173.727273
-570.346939, 976.562500, 6924.558599, 173.727273
-178.601937, 1464.843750, 1513.929676, 173.727273
219.115399, 1953.125000, 6929.615320, 173.727273
534.312931, 2441.406250, 1489.460924, 173.727273
724.388153, 2929.687500, 6943.306813, 173.727273
951.456811, 3417.968750, 1492.521558, 173.727273
666.190239, 3906.250000, 6951.567279, 173.727273
10.343753, 4394.531250, 1470.444712, 173.727273
-414.441370, 4882.812500, 6992.245162, 173.727273
-665.301089, 5371.093750, 1468.544746, 173.727273
-887.679743, 5859.375000, 6997.606381, 173.727273
-739.918073, 6347.656250, 1443.381493, 173.727273
-340.109766, 6835.937500, 7041.898501, 173.727273
67.912922, 7324.218750, 1411.438078, 173.727273
331.526209, 7812.500000, 7048.314151, 173.727273
541.820483, 8300.781250, 1379.238246, 173.727273
746.402776, 8789.062500, 7073.261619, 173.727273
620.908699, 9277.343750, 1317.698797, 173.727273
367.861018, 9765.625000, 7097.077601, 173.727273
240.263358, 10253.906250, 1273.916926, 173.727273
-4.186262, 10742.187500, 7120.794640, 173.727273
-443.263030, 11230.468750, 1208.826714, 173.727273
-724.708453, 11718.750000, 7161.531405, 173.727273
-816.008236, 12207.031250, 1123.469621, 173.727273
-762.664625, 12695.312500, 7158.026824, 173.727273
-393.292164, 13183.593750, 997.098138, 173.727273
137.025615, 13671.875000, 7084.416662, 173.727273
543.756328, 14160.156250, 835.688551, 173.727273
752.809188, 14648.437500, 6973.038946, 173.727273
690.168452, 15136.718750, 649.201974, 173.727273
535.098990, 15625.000000, 6687.108387, 173.727273
337.499870, 16113.281250, 297.743547, 173.727273
-78.905159, 16601.562500, 5997.098992, 173.727273
-249.111248, 17089.843750, 3982.158442, 173.727273
-270.972747, 17578.125000, 9274.441373, 173.727273
-641.193449, 18066.406250, 1086.899679, 173.727273
-628.783029, 18554.687500, 12665.222716, 173.727273
-454.513964, 19042.968750, 5043.149397, 173.727273
-100.398788, 19531.250000, 15622.596844, 173.727273
335.703103, 20019.531250, 2676.338942, 173.727273
576.111335, 20507.812500, 16010.398168, 173.727273
588.315333, 20996.093750, 3717.420327, 173.727273
348.869001, 21484.375000, 24594.722684, 173.727273
-120.906311, 21972.656250, 6995.511031, 173.727273
-391.121540, 22460.937500, 24209.283216, 173.727273
-599.751270, 22949.218750, 17114.540310, 173.727273
-297.704725, 23437.500000, 1101.239821, 173.727273
-149.149712, 23925.781250, 20218.204658, 173.727273
139.584483, 24414.062500, 4629.902618, 173.727273
433.403989, 24902.343750, 53000.758823, 173.727273
438.472972, 25390.625000, 33002.117844, 173.727273
307.908221, 25878.906250, 29548.528953, 173.727273
433.075829, 26367.187500, 8633.504967, 173.727273
300.666744, 26855.468750, 29936.583997, 173.727273
227.847317, 27343.750000, 14914.907948, 173.727273
-72.251553, 27832.031250, 11239.009081, 173.727273
-310.984413, 28320.312500, 6375.246660, 173.727273
-576.769752, 28808.593750, 37336.382337, 173.727273
-771.228300, 29296.875000, 19294.471807, 173.727273
-835.472400, 29785.156250, 53799.571859, 173.727273
-643.238749, 30273.437500, 5189.090870, 173.727273
-337.373126, 30761.718750, 23573.171430, 173.727273
109.663051, 31250.000000, 75862.743003, 173.727273
536.506269, 31738.281250, 25264.294224, 173.727273
777.020629, 32226.562500, 37511.801451, 173.727273
706.542602, 32714.843750, 37759.759185, 173.727273
465.342907, 33203.125000, 18057.243005, 173.727273
109.294413, 33691.406250, 43241.556864, 173.727273
-146.586298, 34179.687500, 23736.123786, 173.727273
14.744847, 34667.968750, 31611.847295, 173.727273
310.139789, 35156.250000, 44810.615399, 173.727273
602.139687, 35644.531250, 38464.247847, 173.727273
633.378310, 36132.812500, 1904.095486, 173.727273
448.358918, 36621.093750, 27163.980796, 173.727273
-159.163410, 37109.375000, 9680.942375, 173.727273
-1031.667922, 37597.656250, 12863.989812, 173.727273
-1380.384193, 38085.937500, 2549.632734, 173.727273
-1427.279836, 38574.218750, 39617.958479, 173.727273
-1136.443895, 39062.500000, 156803.868512, 173.727273
-558.433390, 39550.781250, 80660.108558, 173.727273
259.758692, 40039.062500, 5842.689310, 173.727273
912.256524, 40527.343750, 57802.627740, 173.727273
1569.515090, 41015.625000, 17745.421104, 173.727273
1355.331638, 41503.906250, 26256.111550, 173.727273
885.415274, 41992.187500, 63524.709058, 173.727273
290.876777, 42480.468750, 515.792881, 173.727273
-884.489718, 42968.750000, 50650.209480, 173.727273
-1062.019471, 43457.031250, 16341.113114, 173.727273
-772.254138, 43945.312500, 33247.532661, 173.727273
-248.934003, 44433.593750, 46494.986972, 173.727273
330.116072, 44921.875000, 47841.350065, 173.727273
753.523628, 45410.156250, 25363.727409, 173.727273
869.944030, 45898.437500, 25702.557893, 173.727273
739.042574, 46386.718750, 34147.115470, 173.727273
112.486588, 46875.000000, 35710.677607, 173.727273
-514.405745, 47363.281250, 41849.519232, 173.727273
-942.327283, 47851.562500, 121390.112475, 173.727273
-1165.876310, 48339.843750, 79967.928984, 173.727273
-985.318560, 48828.125000, 36522.093493, 173.727273
-238.704457, 49316.406250, 53314.909130, 173.727273
199.774684, 49804.687500, 45619.785912, 173.727273
604.137502, 50292.968750, 179563.649311, 173.727273
698.962687, 50781.250000, 40479.148328, 173.727273
729.459186, 51269.531250, 9912.966616, 173.727273
559.536291, 51757.812500, 62240.997239, 173.727273
263.763827, 52246.093750, 69383.210148, 173.727273
-42.474034, 52734.375000, 128008.024250, 173.727273
-293.317130, 53222.656250, 34100.926971, 173.727273
-355.789376, 53710.937500, 93472.179979, 173.727273
-366.517667, 54199.218750, 101089.400881, 173.727273
-188.129536, 54687.500000, 66062.100872, 173.727273
62.518959, 55175.781250, 85636.128145, 173.727273
122.129124, 55664.062500, 37918.489081, 173.727273
-31.934753, 56152.343750, 78544.018164, 173.727273
-170.105741, 56640.625000, 10511.040149, 173.727273
-322.120333, 57128.906250, 2272.353040, 173.727273
-259.539518, 57617.187500, 26181.517165, 173.727273
-59.696265, 58105.468750, 92464.303316, 173.727273
457.933707, 58593.750000, 73531.844233, 173.727273
584.247983, 59082.031250, 63486.883988, 173.727273
557.206406, 59570.312500, 4901.330718, 173.727273
313.756251, 60058.593750, 52311.885644, 173.727273
-24.901535, 60546.875000, 82573.342112, 173.727273
-373.474528, 61035.156250, 23286.460355, 173.727273
-597.950565, 61523.437500, 73484.023790, 173.727273
-692.836658, 62011.718750, 12129.295685, 173.727273
-636.690186, 62500.000000, 2091.219577, 173.727273
-354.438662, 62988.281250, 5249.853651, 173.727273
-57.693202, 63476.562500, 9265.412725, 173.727273
312.702841, 63964.843750, 10435.673000, 173.727273
708.478143, 64453.125000, 15086.976639, 173.727273
1047.380750, 64941.406250, 7805.301353, 173.727273
1120.775412, 65429.687500, 7995.980156, 173.727273
881.146464, 65917.968750, 38246.819192, 173.727273
472.262670, 66406.250000, 16166.055192, 173.727273
9.687667, 66894.531250, 12791.005820, 173.727273
-653.807863, 67382.812500, 3808.874730, 173.727273
-1237.586950, 67871.093750, 17894.469798, 173.727273
-1574.603886, 68359.375000, 35064.866155, 173.727273
-1582.216545, 68847.656250, 31949.091425, 173.727273
-1192.405404, 69335.937500, 32115.289622, 173.727273
-577.230863, 69824.218750, 8025.658796, 173.727273
101.956431, 70312.500000, 19791.405956, 173.727273
910.008599, 70800.781250, 18806.581455, 173.727273
1511.283160, 71289.062500, 6691.257102, 173.727273
1638.788001, 71777.343750, 29937.850148, 173.727273
1467.161349, 72265.625000, 16643.603747, 173.727273
1206.592877, 72753.906250, 14723.499348, 173.727273
482.277786, 73242.187500, 13327.598549, 173.727273
-266.094741, 73730.468750, 20026.897601, 173.727273
-852.694245, 74218.750000, 24781.258216, 173.727273
-1239.958942, 74707.031250, 26876.467647, 173.727273
-1222.971721, 75195.312500, 4132.039834, 173.727273
-755.648778, 75683.593750, 7018.403761, 173.727273
39.002105, 76171.875000, 6112.575374, 173.727273
-1.233404, 76660.156250, 4239.041695, 173.727273
-53.640325, 77148.437500, 14330.912303, 173.727273
-102.084602, 77636.718750, 20096.492056, 173.727273
45.275164, 78125.000000, 15523.732713, 173.727273
559.597186, 78613.281250, 7454.248423, 173.727273
585.674694, 79101.562500, 15234.781138, 173.727273
281.570938, 79589.843750, 5650.266482, 173.727273
29.586433, 80078.125000, 5513.324969, 173.727273
-198.846498, 80566.406250, 11883.316668, 173.727273
-362.577538, 81054.687500, 4052.780363, 173.727273
-319.172064, 81542.968750, 8357.022009, 173.727273
-288.168387, 82031.250000, 5786.455033, 173.727273
-62.334247, 82519.531250, 4072.432114, 173.727273
114.998636, 83007.812500, 21929.105093, 173.727273
362.671430, 83496.093750, 17779.187966, 173.727273
517.215190, 83984.375000, 661.647196, 173.727273
733.589958, 84472.656250, 14322.787211, 173.727273
347.876602, 84960.937500, 2229.357361, 173.727273
-0.062049, 85449.218750, 6392.081617, 173.727273
-477.104745, 85937.500000, 7837.652900, 173.727273
-791.255176, 86425.781250, 34306.030125, 173.727273
-779.188837, 86914.062500, 25594.996456, 173.727273
-89.658637, 87402.343750, 9490.294370, 173.727273
247.523850, 87890.625000, 5262.883594, 173.727273
474.172151, 88378.906250, 3051.193790, 173.727273
448.001645, 88867.187500, 9368.232868, 173.727273
282.806976, 89355.468750, 12153.930799, 173.727273
58.457498, 89843.750000, 6628.567113, 173.727273
-278.509504, 90332.031250, 10619.823454, 173.727273
-295.137185, 90820.312500, 4014.356087, 173.727273
-270.626746, 91308.593750, 5890.406263, 173.727273
-175.605132, 91796.875000, 1797.010802, 173.727273
-36.522338, 92285.156250, 2908.754148, 173.727273
105.446017, 92773.437500, 19156.040769, 173.727273
1.493654, 93261.718750, 15921.110845, 173.727273
-362.784716, 93750.000000, 1467.438207, 173.727273
-290.199944, 94238.281250, 6341.925101, 173.727273
-38.910962, 94726.562500, 10718.359101, 173.727273
266.241261, 95214.843750, 8195.337483, 173.727273
620.073162, 95703.125000, 4823.164012, 173.727273
755.561051, 96191.406250, 9248.599844, 173.727273
535.996177, 96679.687500, 18782.804426, 173.727273
59.226364, 97167.968750, 16287.122057, 173.727273
-368.709105, 97656.250000, 4329.840065, 173.727273
-536.698784, 98144.531250, 5524.849350, 173.727273
-620.936288, 98632.812500, 275.802743, 173.727273
-289.366854, 99121.093750, 4968.828615, 173.727273
426.109224, 99609.375000, 497.820404, 173.727273
206.475620, 100097.656250, 5605.993247, 173.727273
132.629810, 100585.937500, 3961.415676, 173.727273
18.855794, 101074.218750, 15757.877740, 173.727273
-67.266006, 101562.500000, 20630.906651, 173.727273
-76.041976, 102050.781250, 11542.611488, 173.727273
-63.596207, 102539.062500, 7443.715876, 173.727273
9.133037, 103027.343750, 3087.275526, 173.727273
28.137402, 103515.625000, 7570.878762, 173.727273
29.866712, 104003.906250, 5662.553465, 173.727273
-103.659697, 104492.187500, 1578.061909, 173.727273
-409.326331, 104980.468750, 6723.307062, 173.727273
-450.866461, 105468.750000, 714.051582, 173.727273
-308.231882, 105957.031250, 2552.416879, 173.727273
-162.886995, 106445.312500, 11346.757743, 173.727273
124.340672, 106933.593750, 12202.231858, 173.727273
349.571907, 107421.875000, 5030.370213, 173.727273
732.780011, 107910.156250, 10332.029802, 173.727273
788.572545, 108398.437500, 2733.332695, 173.727273
801.463078, 108886.718750, 4739.019169, 173.727273
618.462686, 109375.000000, 5266.272359, 173.727273
219.392494, 109863.281250, 8086.477736, 173.727273
-370.417674, 110351.562500, 13804.481674, 173.727273
-835.630934, 110839.843750, 12388.845847, 173.727273
-1173.286904, 111328.125000, 12880.729230, 173.727273
-1053.524244, 111816.406250, 7242.654329, 173.727273
-596.336967, 112304.687500, 13615.541965, 173.727273
77.311033, 112792.968750, 12879.407919, 173.727273
470.497318, 113281.250000, 8825.887936, 173.727273
722.753138, 113769.531250, 10912.111225, 173.727273
696.140463, 114257.812500, 14420.251889, 173.727273
430.198416, 114746.093750, 493.671364, 173.727273
124.844954, 115234.375000, 6945.260822, 173.727273
-321.950635, 115722.656250, 11135.882777, 173.727273
-491.203041, 116210.937500, 9998.100021, 173.727273
-407.568972, 116699.218750, 11556.414219, 173.727273
-298.696174, 117187.500000, 8593.080646, 173.727273
-133.170338, 117675.781250, 13156.680710, 173.727273
27.759535, 118164.062500, 8756.087931, 173.727273
144.256891, 118652.343750, 5746.983766, 173.727273
314.066001, 119140.625000, 432.375687, 173.727273
450.838479, 119628.906250, 4288.927608, 173.727273
368.791399, 120117.187500, 2086.202124, 173.727273
337.981629, 120605.468750, 1459.742311, 173.727273
173.699678, 121093.750000, 3753.896635, 173.727273
89.380274, 121582.031250, 4692.461097, 173.727273
65.865234, 122070.312500, 12706.087775, 173.727273
102.814573, 122558.593750, 11948.537900, 173.727273
-55.125390, 123046.875000, 12512.179263, 173.727273
-225.644757, 123535.156250, 2618.704651, 173.727273
-339.577783, 124023.437500, 7516.995569, 173.727273
-816.529637, 124511.718750, 1862.059224, 173.727273
-987.620815, 125000.000000, 1002.362701, 173.727273
-806.925746, 125488.281250, 6901.189071, 173.727273
-345.154457, 125976.562500, 3468.537989, 173.727273
154.278928, 126464.843750, 8097.571527, 173.727273
596.632109, 126953.125000, 2664.650947, 173.727273
1025.297489, 127441.406250, 9468.866757, 173.727273
1088.064045, 127929.687500, 13578.152656, 173.727273
989.104665, 128417.968750, 8219.227157, 173.727273
403.535323, 128906.250000, 11464.128773, 173.727273
-219.968960, 129394.531250, 11966.327047, 173.727273
-778.236222, 129882.812500, 4734.560842, 173.727273
-1097.648292, 130371.093750, 5600.957201, 173.727273
-1046.418313, 130859.375000, 4812.520251, 173.727273
-515.146725, 131347.656250, 4648.303787, 173.727273
1108.277181, 131835.937500, 310.734573, 173.727273
1156.802640, 132324.218750, 425.109140, 173.727273
1002.877980, 132812.500000, 7812.368859, 173.727273
547.003484, 133300.781250, 3445.847819, 173.727273
-299.602817, 133789.062500, 9511.477202, 173.727273
-928.943220, 134277.343750, 12053.604580, 173.727273
-1045.060561, 134765.625000, 9087.635398, 173.727273
-851.398557, 135253.906250, 1134.437784, 173.727273
-459.936281, 135742.187500, 3261.825749, 173.727273
-46.098925, 136230.468750, 6476.183948, 173.727273
554.415758, 136718.750000, 1460.167763, 173.727273
571.216475, 137207.031250, 6868.040411, 173.727273
475.860418, 137695.312500, 11658.020266, 173.727273
381.139327, 138183.593750, 9535.250050, 173.727273
128.588035, 138671.875000, 6355.590575, 173.727273
73.682903, 139160.156250, 1372.851475, 173.727273
-90.956821, 139648.437500, 6001.794118, 173.727273
-190.833314, 140136.718750, 37.588751, 173.727273
-294.533443, 140625.000000, 1709.034283, 173.727273
-448.354719, 141113.281250, 446.350180, 173.727273
-496.973183, 141601.562500, 66.251136, 173.727273
-267.196583, 142089.843750, 370.616318, 173.727273
301.919500, 142578.125000, 1795.092959, 173.727273
689.352830, 143066.406250, 11928.315436, 173.727273
1086.798449, 143554.687500, 14172.827335, 173.727273
861.070274, 144042.968750, 7142.881803, 173.727273
6.091265, 144531.250000, 7053.833605, 173.727273
-839.294791, 145019.531250, 13700.689378, 173.727273
-1196.336474, 145507.812500, 7314.215071, 173.727273
-989.001177, 145996.093750, 7430.917958, 173.727273
91.479979, 146484.375000, 6079.439288, 173.727273
810.161073, 146972.656250, 2738.233511, 173.727273
1247.152208, 147460.937500, 774.394610, 173.727273
773.165431, 147949.218750, 3741.128568, 173.727273
-371.993356, 148437.500000, 3516.115008, 173.727273
-772.323608, 148925.781250, 8946.696127, 173.727273
-1204.998259, 149414.062500, 5913.111541, 173.727273
-1002.511155, 149902.343750, 8785.426195, 173.727273
-517.562665, 150390.625000, 10137.365732, 173.727273
109.988947, 150878.906250, 6033.041460, 173.727273
623.866703, 151367.187500, 709.361585, 173.727273
964.371936, 151855.468750, 1135.879926, 173.727273
1102.388368, 152343.750000, 833.022838, 173.727273
919.564870, 152832.031250, 1175.242292, 173.727273
580.909560, 153320.312500, 9309.341813, 173.727273
-81.198983, 153808.593750, 5213.556273, 173.727273
-504.547560, 154296.875000, 1223.218946, 173.727273
-825.389069, 154785.156250, 1358.288370, 173.727273
-887.778097, 155273.437500, 671.211347, 173.727273
-650.916522, 155761.718750, 1152.145088, 173.727273
-213.185104, 156250.000000, 1228.612912, 173.727273
145.783139, 156738.281250, 12097.952616, 173.727273
561.304083, 157226.562500, 14698.796295, 173.727273
514.584531, 157714.843750, 16145.648917, 173.727273
-275.600972, 158203.125000, 19589.905135, 173.727273
-334.797110, 158691.406250, 21623.083543, 173.727273
-218.776312, 159179.687500, 14694.018448, 173.727273
164.605281, 159667.968750, 8909.182274, 173.727273
633.219061, 160156.250000, 4726.680001, 173.727273
656.068066, 160644.531250, 9132.521637, 173.727273
73.580675, 161132.812500, 3943.264424, 173.727273
-281.395525, 161621.093750, 2711.421290, 173.727273
-502.253546, 162109.375000, 4887.162820, 173.727273
-519.880514, 162597.656250, 9153.068545, 173.727273
-139.851998, 163085.937500, 2803.246839, 173.727273
436.266760, 163574.218750, 2367.225566, 173.727273
406.715651, 164062.500000, 16953.129986, 173.727273
391.980444, 164550.781250, 17491.002207, 173.727273
92.190048, 165039.062500, 16435.948611, 173.727273
-74.208382, 165527.343750, 11246.710695, 173.727273
-715.041274, 166015.625000, 13409.702707, 173.727273
-712.030401, 166503.906250, 6670.021127, 173.727273
-458.011410, 166992.187500, 8997.256822, 173.727273
292.797879, 167480.468750, 14208.613415, 173.727273
937.484600, 167968.750000, 6254.938429, 173.727273
594.851298, 168457.031250, 5176.772019, 173.727273
214.155819, 168945.312500, 3213.484081, 173.727273
-267.176122, 169433.593750, 7185.841327, 173.727273
-686.151539, 169921.875000, 4053.718431, 173.727273
-424.410376, 170410.156250, 6482.411284, 173.727273
-160.859337, 170898.437500, 4438.570495, 173.727273
135.973394, 171386.718750, 8074.918040, 173.727273
575.847335, 171875.000000, 4093.453435, 173.727273
701.221505, 172363.281250, 3369.694886, 173.727273
553.139038, 172851.562500, 2168.427258, 173.727273
-231.203274, 173339.843750, 2744.745865, 173.727273
-678.105109, 173828.125000, 4471.011068, 173.727273
-804.865624, 174316.406250, 2441.529980, 173.727273
