filtered_data, frequency, frequency_magnitude, threshold
-198.780563, 0.000000, 178.185647, 173.727273
97.288504, 488.281250, 1303.713011, 173.727273
259.875066, 976.562500, 166.400377, 173.727273
422.949051, 1464.843750, 1304.378966, 173.727273
358.760867, 1953.125000, 165.627365, 173.727273
312.274274, 2441.406250, 1307.861235, 173.727273
105.172405, 2929.687500, 166.783214, 173.727273
-152.465191, 3417.968750, 1310.819861, 173.727273
-343.916410, 3906.250000, 168.097142, 173.727273
-449.334042, 4394.531250, 1318.111579, 173.727273
-392.162422, 4882.812500, 171.127631, 173.727273
-178.936232, 5371.093750, 1326.185055, 173.727273
61.164258, 5859.375000, 174.562553, 173.727273
220.607993, 6347.656250, 1335.554899, 173.727273
314.780654, 6835.937500, 178.380532, 173.727273
324.633988, 7324.218750, 1346.859267, 173.727273
207.774150, 7812.500000, 181.514145, 173.727273
46.396885, 8300.781250, 1359.819100, 173.727273
-205.585286, 8789.062500, 185.532692, 173.727273
-211.666014, 9277.343750, 1375.338124, 173.727273
-211.527616, 9765.625000, 194.154597, 173.727273
-204.799175, 10253.906250, 1394.683590, 173.727273
-85.455566, 10742.187500, 201.131304, 173.727273
196.147823, 11230.468750, 1413.361794, 173.727273
302.524835, 11718.750000, 211.075596, 173.727273
247.542077, 12207.031250, 1440.308683, 173.727273
209.729964, 12695.312500, 223.909994, 173.727273
18.238917, 13183.593750, 1468.140731, 173.727273
-201.013996, 13671.875000, 239.831877, 173.727273
-323.086697, 14160.156250, 1503.637022, 173.727273
-350.161490, 14648.437500, 259.868214, 173.727273
-200.062796, 15136.718750, 1536.010859, 173.727273
-19.058957, 15625.000000, 235.686022, 173.727273
135.701784, 16113.281250, 1649.876910, 173.727273
162.336503, 16601.562500, 607.978634, 173.727273
415.724445, 17089.843750, 2408.935748, 173.727273
415.940178, 17578.125000, 949.858016, 173.727273
195.453597, 18066.406250, 2019.639019, 173.727273
-85.096108, 18554.687500, 1207.020722, 173.727273
-325.446091, 19042.968750, 4226.338218, 173.727273
-328.509635, 19531.250000, 168.845565, 173.727273
-381.448593, 20019.531250, 3067.476920, 173.727273
-250.829931, 20507.812500, 1038.327030, 173.727273
-45.585424, 20996.093750, 2623.965049, 173.727273
156.189082, 21484.375000, 1767.435008, 173.727273
245.487116, 21972.656250, 1166.970434, 173.727273
304.035008, 22460.937500, 75.658769, 173.727273
236.859139, 22949.218750, 3184.662513, 173.727273
202.400587, 23437.500000, 2855.377661, 173.727273
-16.801104, 23925.781250, 5288.412490, 173.727273
-173.319343, 24414.062500, 3719.474349, 173.727273
-266.393769, 24902.343750, 6428.875891, 173.727273
-203.532260, 25390.625000, 320.428460, 173.727273
-129.469564, 25878.906250, 4457.205436, 173.727273
56.773749, 26367.187500, 1625.103656, 173.727273
175.404266, 26855.468750, 2327.319044, 173.727273
167.675734, 27343.750000, 6102.107983, 173.727273
100.381394, 27832.031250, 1065.466068, 173.727273
34.261960, 28320.312500, 4475.105594, 173.727273
-25.282145, 28808.593750, 992.082471, 173.727273
-201.641201, 29296.875000, 1981.517978, 173.727273
-213.388672, 29785.156250, 7100.672991, 173.727273
-175.026467, 30273.437500, 6842.244374, 173.727273
-8.011100, 30761.718750, 12717.307968, 173.727273
149.013383, 31250.000000, 2014.529098, 173.727273
212.571996, 31738.281250, 9796.905872, 173.727273
242.239656, 32226.562500, 25125.175185, 173.727273
301.689329, 32714.843750, 3277.115643, 173.727273
46.128421, 33203.125000, 55810.653465, 173.727273
-144.738008, 33691.406250, 35460.911544, 173.727273
-261.480967, 34179.687500, 24665.436632, 173.727273
-262.960061, 34667.968750, 51227.449553, 173.727273
-286.645466, 35156.250000, 27487.587585, 173.727273
-184.676839, 35644.531250, 50353.877735, 173.727273
-58.016399, 36132.812500, 33359.471770, 173.727273
189.605043, 36621.093750, 24289.829840, 173.727273
278.659364, 37109.375000, 33047.275568, 173.727273
307.180367, 37597.656250, 22290.576653, 173.727273
301.780249, 38085.937500, 5218.739437, 173.727273
141.079608, 38574.218750, 23284.840965, 173.727273
-78.915715, 39062.500000, 29216.267705, 173.727273
-200.427184, 39550.781250, 12753.420416, 173.727273
-193.896071, 40039.062500, 9168.408869, 173.727273
-190.816148, 40527.343750, 11261.683254, 173.727273
-183.483355, 41015.625000, 890.082269, 173.727273
-37.383645, 41503.906250, 110.412865, 173.727273
53.089877, 41992.187500, 29133.091772, 173.727273
160.997491, 42480.468750, 24583.904132, 173.727273
126.332063, 42968.750000, 2851.315280, 173.727273
157.042229, 43457.031250, 864.044762, 173.727273
-36.065616, 43945.312500, 18922.247207, 173.727273
-85.043881, 44433.593750, 24431.466281, 173.727273
-217.124578, 44921.875000, 7164.335693, 173.727273
-147.108470, 45410.156250, 10093.766513, 173.727273
47.983258, 45898.437500, 3127.588633, 173.727273
45.740670, 46386.718750, 3781.679246, 173.727273
103.574967, 46875.000000, 19679.771349, 173.727273
190.317866, 47363.281250, 14728.220342, 173.727273
216.007513, 47851.562500, 101684.248721, 173.727273
185.855549, 48339.843750, 4589.841355, 173.727273
-29.988090, 48828.125000, 33994.593419, 173.727273
-199.137905, 49316.406250, 78242.002234, 173.727273
-206.369001, 49804.687500, 26974.125699, 173.727273
-325.912112, 50292.968750, 113041.414484, 173.727273
-315.648388, 50781.250000, 110438.874246, 173.727273
-34.962381, 51269.531250, 67343.402656, 173.727273
184.742770, 51757.812500, 77152.892792, 173.727273
306.163328, 52246.093750, 51622.731013, 173.727273
270.225032, 52734.375000, 947.333375, 173.727273
203.303999, 53222.656250, 14513.657887, 173.727273
171.448381, 53710.937500, 6043.186121, 173.727273
