raw_audio, filtered_data, frequency, frequency_magnitude, frequency_magnitude, threshold
-20.291992, -0.115203, 0.000000, 118.205148, 0.000000, 992.727273
-46.291992, -0.512837, 244.140625, 114.875401, 6866.669076, 992.727273
-46.291992, -0.592428, 488.281250, 113.135193, 16187.213710, 992.727273
-46.291992, -0.240858, 732.421875, 110.202194, 47823.486101, 992.727273
147.708008, 1.003658, 976.562500, 140.044962, 45748.668591, 992.727273
291.708008, 4.375485, 1220.703125, 139.877040, 61314.109875, 992.727273
548.708008, 5.417703, 1464.843750, 150.492141, 45940.329889, 992.727273
910.708008, 8.606424, 1708.984375, 153.564956, 77933.100900, 992.727273
1444.708008, 11.959568, 1953.125000, 152.065074, 61242.720104, 992.727273
1489.708008, 12.870873, 2197.265625, 223.001700, 127770.135507, 992.727273
1745.708008, 5.872508, 2441.406250, 228.697600, 119027.813147, 992.727273
1489.708008, 3.066896, 2685.546875, 251.142106, 191234.763688, 992.727273
913.708008, -10.718421, 2929.687500, 155.602010, 121814.484203, 992.727273
273.708008, -21.939294, 3173.828125, 298.960056, 219917.770640, 992.727273
-113.291992, -27.914286, 3417.968750, 229.632373, 129189.755584, 992.727273
-667.291992, -27.796171, 3662.109375, 252.329214, 230883.831325, 992.727273
-1243.291992, -29.805214, 3906.250000, 251.541230, 145503.892593, 992.727273
-1765.291992, -27.712726, 4150.390625, 243.899037, 164955.729953, 992.727273
-1968.291992, -21.528240, 4394.531250, 320.333209, 22742.548940, 992.727273
-2000.291992, -9.316891, 4638.671875, 325.563026, 140026.852586, 992.727273
-2011.291992, 2.344763, 4882.812500, 325.899142, 44289.418036, 992.727273
-2011.291992, 12.145188, 5126.953125, 473.825873, 224960.045904, 992.727273
-2011.291992, 20.244863, 5371.093750, 421.658787, 148576.882520, 992.727273
-2011.291992, 26.364556, 5615.234375, 465.155120, 248981.700329, 992.727273
-2011.291992, 30.582620, 5859.375000, 439.531504, 307683.960952, 992.727273
-2011.291992, 32.826910, 6103.515625, 459.603592, 170036.915000, 992.727273
-2011.291992, 33.084922, 6347.656250, 439.350908, 79935.427541, 992.727273
-2011.291992, 31.360331, 6591.796875, 492.081636, 82087.757034, 992.727273
-2011.291992, 27.724371, 6835.937500, 446.826069, 154309.677167, 992.727273
-2011.291992, 22.310628, 7080.078125, 538.323200, 15098.120758, 992.727273
-2011.291992, 15.339402, 7324.218750, 588.551135, 244065.344116, 992.727273
-2011.291992, 7.114171, 7568.359375, 630.850267, 170798.474058, 992.727273
-2011.291992, -1.977702, 7812.500000, 686.515834, 230592.290789, 992.727273
-2011.291992, -11.480876, 8056.640625, 640.626915, 194906.079098, 992.727273
-2011.291992, -20.883000, 8300.781250, 650.818742, 69728.829598, 992.727273
-2011.291992, -29.642864, 8544.921875, 683.120040, 102641.762667, 992.727273
-2011.291992, -37.213741, 8789.062500, 660.678855, 238390.197259, 992.727273
-2011.291992, -43.083436, 9033.203125, 718.775344, 130953.442060, 992.727273
-2011.291992, -46.798702, 9277.343750, 859.657541, 196577.402375, 992.727273
-2011.291992, -47.998972, 9521.484375, 905.261728, 161441.413755, 992.727273
-2011.291992, -46.444420, 9765.625000, 922.268745, 152750.818771, 992.727273
676.708008, -26.781761, 10009.765625, 812.595364, 199816.801824, 992.727273
1764.708008, 19.697484, 10253.906250, 905.383339, 174604.947930, 992.727273
1937.708008, 11.915216, 10498.046875, 953.654172, 150218.670628, 992.727273
1937.708008, 7.292456, 10742.187500, 941.326998, 197193.591050, 992.727273
1809.708008, 3.993557, 10986.328125, 972.845910, 145961.797254, 992.727273
1489.708008, 3.048307, 11230.468750, 998.404467, 221099.204340, 992.727273
1067.708008, 3.183009, 11474.609375, 1106.835288, 28610.824197, 992.727273
913.708008, 8.043566, 11718.750000, 1329.572014, 325812.098617, 992.727273
1123.708008, 21.138050, 11962.890625, 1154.385742, 307929.349508, 992.727273
1316.708008, 36.596550, 12207.031250, 1215.601900, 122423.493731, 992.727273
1508.708008, 47.055133, 12451.171875, 1302.248616, 117336.183676, 992.727273
1810.708008, 55.427352, 12695.312500, 1300.487346, 133988.686454, 992.727273
1937.708008, 60.156496, 12939.453125, 1395.773543, 126981.176829, 992.727273
1937.708008, 56.813778, 13183.593750, 1471.103908, 37873.530692, 992.727273
1937.708008, 49.710081, 13427.734375, 1547.092438, 164378.797601, 992.727273
1937.708008, 40.159719, 13671.875000, 1605.760143, 106526.939475, 992.727273
1937.708008, 27.835841, 13916.015625, 1665.138756, 82247.930611, 992.727273
1489.708008, 10.745581, 14160.156250, 1725.869857, 80435.006733, 992.727273
740.708008, -15.270870, 14404.296875, 1800.326619, 87236.997102, 992.727273
273.708008, -39.014593, 14648.437500, 2028.250337, 117364.543556, 992.727273
291.708008, -52.057227, 14892.578125, 2077.371521, 51667.215561, 992.727273
291.708008, -59.049896, 15136.718750, 2534.979819, 205476.884933, 992.727273
548.708008, -66.764138, 15380.859375, 1780.608028, 132740.634542, 992.727273
913.708008, -68.034819, 15625.000000, 1505.860273, 166025.874806, 992.727273
1425.708008, -67.787003, 15869.140625, 2600.929649, 41158.334005, 992.727273
1489.708008, -66.396801, 16113.281250, 6612.775582, 141979.521697, 992.727273
1380.708008, -70.400027, 16357.421875, 3562.206164, 56818.499020, 992.727273
914.708008, -70.062989, 16601.562500, 4414.113354, 99034.164132, 992.727273
740.708008, -66.253833, 16845.703125, 3851.132131, 22100.095062, 992.727273
548.708008, -48.921505, 17089.843750, 18340.184619, 132097.061025, 992.727273
291.708008, -29.783732, 17333.984375, 14719.296419, 74810.067929, 992.727273
273.708008, -4.814313, 17578.125000, 17489.106153, 89937.192592, 992.727273
548.708008, 28.122236, 17822.265625, 8359.723817, 22118.293462, 992.727273
548.708008, 61.992376, 18066.406250, 19248.299060, 71690.719195, 992.727273
913.708008, 90.585289, 18310.546875, 10463.936983, 36348.078786, 992.727273
1425.708008, 124.272379, 18554.687500, 16735.577734, 45743.650261, 992.727273
1489.708008, 147.869682, 18798.828125, 35745.092356, 87341.517748, 992.727273
1425.708008, 157.004931, 19042.968750, 15949.141964, 14679.117869, 992.727273
1316.708008, 160.043740, 19287.109375, 84277.663820, 131389.652129, 992.727273
1060.708008, 153.608191, 19531.250000, 86342.336405, 146641.746356, 992.727273
868.708008, 137.106172, 19775.390625, 49120.175960, 57895.616248, 992.727273
721.708008, 113.346970, 20019.531250, 53980.798177, 85516.410518, 992.727273
548.708008, 79.189626, 20263.671875, 61069.336213, 67159.253828, 992.727273
-46.291992, 31.879380, 20507.812500, 19157.644277, 36694.487689, 992.727273
-110.291992, -27.127440, 20751.953125, 13642.032531, 18967.818014, 992.727273
-111.291992, -82.928089, 20996.093750, 64706.569336, 53448.182629, 992.727273
-276.291992, -151.273448, 21240.234375, 15048.288175, 25590.971085, 992.727273
-283.291992, -225.697286, 21484.375000, 32031.725695, 21817.508297, 992.727273
-475.291992, -321.235323, 21728.515625, 54525.412312, 66270.407529, 992.727273
-558.291992, -425.689984, 21972.656250, 21776.658988, 17546.733029, 992.727273
-115.291992, -494.028348, 22216.796875, 27323.282524, 34285.962470, 992.727273
-46.291992, -552.324678, 22460.937500, 114001.307334, 102427.722728, 992.727273
90.708008, -416.054678, 22705.078125, 25843.514785, 35500.270346, 992.727273
146.708008, -312.103467, 22949.218750, 36797.893290, 44688.982710, 992.727273
275.708008, -80.467582, 23193.359375, 27058.654975, 24236.420532, 992.727273
163.708008, 277.323094, 23437.500000, 14919.104134, 24680.011789, 992.727273
