raw_audio, filtered_data, frequency, frequency_magnitude, frequency_magnitude, threshold
2171.314941, 12.327119, 0.000000, 791.131775, 0.000000, 992.727273
2171.314941, 39.080747, 244.140625, 821.505441, 44504.937499, 992.727273
2171.314941, 13.317928, 488.281250, 787.605445, 29558.092808, 992.727273
2171.314941, 8.708435, 732.421875, 813.917008, 25037.192725, 992.727273
2171.314941, -0.700552, 976.562500, 828.419563, 84757.020233, 992.727273
2172.314941, -6.182601, 1220.703125, 824.030960, 61502.168137, 992.727273
2171.314941, -10.990515, 1464.843750, 825.520528, 26199.369118, 992.727273
2172.314941, -14.188959, 1708.984375, 824.995606, 16384.422054, 992.727273
2235.314941, -15.815635, 1953.125000, 834.562283, 106729.300675, 992.727273
2171.314941, -16.190452, 2197.265625, 820.441139, 99397.653575, 992.727273
2171.314941, -17.378069, 2441.406250, 776.766806, 38142.877641, 992.727273
2171.314941, -15.347705, 2685.546875, 804.522102, 5663.957809, 992.727273
2172.314941, -13.109117, 2929.687500, 887.630864, 146025.579507, 992.727273
2172.314941, -9.766586, 3173.828125, 888.738509, 174011.248495, 992.727273
2235.314941, -5.487785, 3417.968750, 859.709872, 54207.537214, 992.727273
2172.314941, -0.601602, 3662.109375, 887.221688, 45172.290771, 992.727273
2235.314941, 2.977234, 3906.250000, 849.590919, 298719.148633, 992.727273
-1777.685059, -13.616515, 4150.390625, 725.882272, 571893.324005, 992.727273
-1777.685059, -59.355170, 4394.531250, 695.829177, 412811.351394, 992.727273
-1777.685059, -7.650800, 4638.671875, 1481.192505, 2215363.640160, 992.727273
-1777.685059, 3.992641, 4882.812500, 993.300335, 629117.866756, 992.727273
-1777.685059, 23.681856, 5126.953125, 983.698366, 542252.622251, 992.727273
-1777.685059, 34.967391, 5371.093750, 941.470118, 164507.794617, 992.727273
-1777.685059, 43.746591, 5615.234375, 917.171567, 84598.032417, 992.727273
-1777.685059, 48.143308, 5859.375000, 891.657508, 98334.668155, 992.727273
-1777.685059, 49.007691, 6103.515625, 926.665259, 199762.333212, 992.727273
-1777.685059, 46.310250, 6347.656250, 933.714732, 90212.482487, 992.727273
-1777.685059, 40.403364, 6591.796875, 897.566632, 52587.070349, 992.727273
-1777.685059, 31.641538, 6835.937500, 948.112309, 37518.516762, 992.727273
-1777.685059, 20.506625, 7080.078125, 1044.526188, 134803.073240, 992.727273
-1777.685059, 7.584796, 7324.218750, 1025.292384, 70979.171179, 992.727273
-1777.685059, -6.452872, 7568.359375, 975.845945, 63190.455393, 992.727273
-1777.685059, -20.837155, 7812.500000, 991.937115, 48698.321231, 992.727273
-1777.685059, -34.760381, 8056.640625, 1017.590694, 99242.190158, 992.727273
-1777.685059, -47.385917, 8300.781250, 1028.910351, 72363.274455, 992.727273
-1777.685059, -57.925444, 8544.921875, 1035.194526, 114638.379968, 992.727273
-1777.685059, -65.607804, 8789.062500, 1056.413996, 179086.034967, 992.727273
-1777.685059, -69.835320, 9033.203125, 1168.835782, 142709.197210, 992.727273
-1777.685059, -70.141077, 9277.343750, 967.666280, 219026.337494, 992.727273
-1777.685059, -66.260511, 9521.484375, 1279.442569, 238105.939976, 992.727273
-1777.685059, -58.139095, 9765.625000, 1234.616076, 132690.115313, 992.727273
-1777.685059, -45.982998, 10009.765625, 1222.440923, 70089.485760, 992.727273
-1777.685059, -30.234023, 10253.906250, 1234.133785, 44202.422245, 992.727273
-1777.685059, -11.610689, 10498.046875, 1251.897761, 64751.583352, 992.727273
-1777.685059, 9.000124, 10742.187500, 1279.998654, 37170.806730, 992.727273
-1777.685059, 30.481905, 10986.328125, 1298.936890, 57947.929445, 992.727273
-1777.685059, 51.628178, 11230.468750, 1338.916250, 65070.426754, 992.727273
-1777.685059, 71.130026, 11474.609375, 1386.034178, 42333.328542, 992.727273
-1777.685059, 87.709740, 11718.750000, 1429.607425, 13987.747615, 992.727273
-1777.685059, 100.144644, 11962.890625, 1481.205114, 42302.272836, 992.727273
-1777.685059, 107.403365, 12207.031250, 1532.601279, 91117.897304, 992.727273
-1777.685059, 108.646447, 12451.171875, 1572.772193, 64654.101605, 992.727273
-1777.685059, 103.372338, 12695.312500, 1637.983586, 18228.801862, 992.727273
-1777.685059, 91.390448, 12939.453125, 1685.673317, 33883.728855, 992.727273
-1777.685059, 72.933693, 13183.593750, 1618.017489, 223723.405121, 992.727273
-1777.685059, 48.604159, 13427.734375, 1714.157385, 235262.954841, 992.727273
-1777.685059, 19.424100, 13671.875000, 1985.477106, 227075.973424, 992.727273
-1777.685059, -13.225149, 13916.015625, 2041.227601, 316289.070491, 992.727273
-1777.685059, -47.646609, 14160.156250, 2023.237445, 406493.805225, 992.727273
-1777.685059, -81.894612, 14404.296875, 2148.333621, 194911.347996, 992.727273
-1777.685059, -113.893810, 14648.437500, 2334.269213, 54923.107682, 992.727273
-1777.685059, -141.514422, 14892.578125, 2471.227093, 59759.795428, 992.727273
-1777.685059, -162.707501, 15136.718750, 2636.072881, 90651.847671, 992.727273
-1777.685059, -175.651471, 15380.859375, 2742.088655, 90603.490515, 992.727273
-1777.685059, -178.819167, 15625.000000, 3259.072112, 18059.335087, 992.727273
-1777.685059, -171.185787, 15869.140625, 4188.818004, 43725.976917, 992.727273
-1777.685059, -152.198105, 16113.281250, 3421.684945, 38826.814157, 992.727273
-1777.685059, -122.003029, 16357.421875, 1918.582753, 76996.036164, 992.727273
-1777.685059, -81.352356, 16601.562500, 5706.772856, 7771.186967, 992.727273
-1777.685059, -31.753735, 16845.703125, 10994.550785, 57142.947680, 992.727273
-1777.685059, 24.645256, 17089.843750, 5208.207160, 15838.278293, 992.727273
-1777.685059, 85.047695, 17333.984375, 5227.896525, 83096.356414, 992.727273
-1777.685059, 146.105227, 17578.125000, 10264.983332, 25917.083848, 992.727273
-1777.685059, 204.068226, 17822.265625, 38382.357122, 125246.401385, 992.727273
-1777.685059, 254.871361, 18066.406250, 22636.674452, 44781.011825, 992.727273
-1777.685059, 294.389030, 18310.546875, 83631.307941, 270263.636504, 992.727273
-1777.685059, 318.530625, 18554.687500, 98340.626755, 261645.352800, 992.727273
-1777.685059, 323.531849, 18798.828125, 85968.687245, 209983.943820, 992.727273
2171.314941, 328.453038, 19042.968750, 18720.037764, 55310.747184, 992.727273
2172.314941, 334.541483, 19287.109375, 1556.358037, 18935.022016, 992.727273
2172.314941, 218.193840, 19531.250000, 9652.281227, 28326.461952, 992.727273
2172.314941, 112.532893, 19775.390625, 34478.349695, 61332.952181, 992.727273
2171.314941, -29.403274, 20019.531250, 12093.415057, 22977.672347, 992.727273
2171.314941, -190.409933, 20263.671875, 14410.451236, 26359.930901, 992.727273
2172.314941, -373.760758, 20507.812500, 11576.081874, 18726.604346, 992.727273
2235.314941, -573.785401, 20751.953125, 16483.430771, 20821.861797, 992.727273
2171.314941, -786.944817, 20996.093750, 17420.269120, 20505.926367, 992.727273
2172.314941, -1009.453287, 21240.234375, 22985.019325, 24393.862876, 992.727273
2172.314941, -1231.125266, 21484.375000, 27193.082142, 25258.586991, 992.727273
2235.314941, 723.527546, 21728.515625, 21262.945419, 18650.785116, 992.727273
2171.314941, 519.593780, 21972.656250, 13651.511672, 10305.390442, 992.727273
2171.314941, 332.951485, 22216.796875, 42936.984124, 36252.657845, 992.727273
2172.314941, 174.479023, 22460.937500, 66759.333719, 61113.889089, 992.727273
2172.314941, 47.264628, 22705.078125, 33968.050248, 38603.141061, 992.727273
2172.314941, -41.392534, 22949.218750, 150579.643054, 154534.085176, 992.727273
2171.314941, -90.662678, 23193.359375, 205522.666161, 212373.458099, 992.727273
2171.314941, -93.462214, 23437.500000, 49774.952976, 57320.954696, 992.727273
2172.314941, 11.836521, 23681.640625, 56589.248287, 42060.588144, 992.727273
2172.314941, 36.439765, 23925.781250, 51996.397797, 43029.857585, 992.727273
2171.314941, 170.149603, 24169.921875, 35319.034664, 45228.139688, 992.727273
2171.314941, 346.382579, 24414.062500, 5351.677206, 19641.332398, 992.727273
2172.314941, 562.241475, 24658.203125, 37813.650642, 19011.803671, 992.727273
2172.314941, 810.717770, 24902.343750, 38547.415905, 28226.738300, 992.727273
2235.314941, 1150.153413, 25146.484375, 27758.497882, 44131.533263, 992.727273
2171.314941, 1384.537013, 25390.625000, 14378.142095, 37038.958893, 992.727273
2171.314941, 1756.726490, 25634.765625, 37247.656652, 14899.220255, 992.727273
2172.314941, -1938.491706, 25878.906250, 38415.709969, 21916.387260, 992.727273
2235.314941, -1622.036024, 26123.046875, 28555.317863, 50798.010785, 992.727273
2235.314941, -1312.834223, 26367.187500, 23140.898664, 45714.514654, 992.727273
2171.314941, -1019.860583, 26611.328125, 30800.630235, 13308.056575, 992.727273
2171.314941, -746.679419, 26855.468750, 62245.040898, 38382.999007, 992.727273
2172.314941, -496.852991, 27099.609375, 84039.275654, 104082.919181, 992.727273
2235.314941, -275.561637, 27343.750000, 155031.224119, 169473.940617, 992.727273
2171.314941, -85.146698, 27587.890625, 210390.188244, 197788.140496, 992.727273
2171.314941, 70.748990, 27832.031250, 222418.955599, 236397.538050, 992.727273
2172.314941, 196.009018, 28076.171875, 92840.819552, 69191.396436, 992.727273
2172.314941, 288.395128, 28320.312500, 97376.219304, 80357.595122, 992.727273
2172.314941, 350.569971, 28564.453125, 24417.348340, 10680.346464, 992.727273
2171.314941, 384.584333, 28808.593750, 23738.238734, 42027.593255, 992.727273
2171.314941, 393.628872, 29052.734375, 22602.275559, 4912.635961, 992.727273
2172.314941, 381.295601, 29296.875000, 46010.608315, 37311.647353, 992.727273
2172.314941, 351.359261, 29541.015625, 15051.424031, 3369.737429, 992.727273
2235.314941, 308.109333, 29785.156250, 3180.525342, 17506.201985, 992.727273
2171.314941, 255.149642, 30029.296875, 8416.422880, 12379.855287, 992.727273
2172.314941, 194.157683, 30273.437500, 20855.927163, 13172.780455, 992.727273
123.314941, 120.992500, 30517.578125, 10012.601214, 1674.255621, 992.727273
-1777.685059, 22.913735, 30761.718750, 2954.420596, 6582.090649, 992.727273
-1777.685059, -35.222404, 31005.859375, 8211.878963, 13236.328668, 992.727273
-1777.685059, -62.633433, 31250.000000, 10644.204341, 7471.838920, 992.727273
-1777.685059, -97.735147, 31494.140625, 3162.204378, 7096.704706, 992.727273
-1777.685059, -124.966970, 31738.281250, 23873.945954, 21856.665098, 992.727273
-1777.685059, -148.300451, 31982.421875, 22981.249103, 21398.577733, 992.727273
-1777.685059, -165.501173, 32226.562500, 26911.871430, 25023.050006, 992.727273
-1777.685059, -176.999108, 32470.703125, 36802.268682, 37566.104861, 992.727273
-1777.685059, -182.698285, 32714.843750, 45005.176834, 43667.195478, 992.727273
-1777.685059, -182.879286, 32958.984375, 42589.444541, 39773.366837, 992.727273
-1777.685059, -177.926834, 33203.125000, 5000.166858, 2332.582462, 992.727273
-1777.685059, -168.105848, 33447.265625, 15237.220348, 14851.366723, 992.727273
-1777.685059, -153.819503, 33691.406250, 11346.570153, 13249.941458, 992.727273
-1777.685059, -135.250868, 33935.546875, 27209.276197, 21817.323843, 992.727273
-1777.685059, -112.647039, 34179.687500, 2456.919718, 10855.639247, 992.727273
-1777.685059, -86.129193, 34423.828125, 20771.493370, 22723.130995, 992.727273
-1777.685059, -55.844516, 34667.968750, 6927.120988, 8775.671918, 992.727273
-1777.685059, -22.026022, 34912.109375, 31795.509179, 29020.789561, 992.727273
-1777.685059, 15.050974, 35156.250000, 11410.585249, 5174.089541, 992.727273
-1777.685059, 54.810021, 35400.390625, 46632.782962, 44613.785861, 992.727273
-1777.685059, 96.509176, 35644.531250, 11538.985929, 21286.270767, 992.727273
-1777.685059, 138.995159, 35888.671875, 19589.658030, 20297.320326, 992.727273
-1777.685059, 180.824766, 36132.812500, 20870.273425, 10635.633352, 992.727273
-1777.685059, 220.122414, 36376.953125, 137876.974415, 137780.062860, 992.727273
-1777.685059, 254.637134, 36621.093750, 110050.721742, 109902.035215, 992.727273
-1777.685059, 281.759864, 36865.234375, 178495.336730, 183309.133464, 992.727273
-1777.685059, 298.631316, 37109.375000, 67425.814476, 85320.357956, 992.727273
-1777.685059, 302.132008, 37353.515625, 134810.816732, 142552.939521, 992.727273
-1777.685059, 289.167038, 37597.656250, 54203.884780, 62733.400509, 992.727273
-1777.685059, 256.558952, 37841.796875, 18364.622557, 11469.973747, 992.727273
-1777.685059, 201.443401, 38085.937500, 15364.498447, 27757.927572, 992.727273
-1777.685059, 121.334925, 38330.078125, 32868.895783, 40046.901929, 992.727273
-1777.685059, 14.238430, 38574.218750, 27286.946722, 38915.698592, 992.727273
-1777.685059, -121.187239, 38818.359375, 9658.125824, 6334.814929, 992.727273
-1777.685059, -285.493214, 39062.500000, 6773.339779, 15004.021174, 992.727273
-1777.685059, -478.331759, 39306.640625, 10768.991540, 24033.501220, 992.727273
-1777.685059, -698.307418, 39550.781250, 15782.106426, 23946.196996, 992.727273
-1777.685059, -943.181857, 39794.921875, 8669.844712, 5405.301416, 992.727273
-1777.685059, -1209.712998, 40039.062500, 14295.580219, 18909.695146, 992.727273
-1777.685059, -1493.703665, 40283.203125, 10845.377686, 19006.613514, 992.727273
-1777.685059, -1790.315130, 40527.343750, 17070.878573, 25584.443209, 992.727273
-1777.685059, 1854.917444, 40771.484375, 2728.389020, 9823.459619, 992.727273
-1777.685059, 1550.976511, 41015.625000, 17065.966323, 17428.096925, 992.727273
-1777.685059, 1250.941897, 41259.765625, 13314.223597, 16668.699827, 992.727273
-1777.685059, 961.791227, 41503.906250, 47071.268043, 51318.980829, 992.727273
-1777.685059, 688.489432, 41748.046875, 13196.343077, 17246.248498, 992.727273
-1777.685059, 437.885807, 41992.187500, 14040.038133, 15979.061484, 992.727273
-1777.685059, 215.483094, 42236.328125, 16893.080322, 19788.034420, 992.727273
-1777.685059, 82.758631, 42480.468750, 15023.647207, 14872.435723, 992.727273
-1777.685059, -137.967246, 42724.609375, 14573.428603, 15183.466482, 992.727273
-1777.685059, -279.291745, 42968.750000, 8148.367169, 3939.989369, 992.727273
-1777.685059, -333.423591, 43212.890625, 17190.459061, 18398.072550, 992.727273
-1777.685059, -304.386580, 43457.031250, 6626.346612, 4353.981873, 992.727273
-1777.685059, -382.341853, 43701.171875, 13161.576011, 12553.655728, 992.727273
-1777.685059, -367.358137, 43945.312500, 18115.172814, 17107.235603, 992.727273
-1777.685059, -326.813214, 44189.453125, 11464.769752, 15599.866770, 992.727273
-1777.685059, -267.833204, 44433.593750, 4940.175817, 7263.842776, 992.727273
-1777.685059, -194.770545, 44677.734375, 23211.692725, 17827.513835, 992.727273
-1777.685059, -115.444967, 44921.875000, 2129.676610, 11894.891045, 992.727273
-1777.685059, -30.763155, 45166.015625, 20891.196401, 15780.432436, 992.727273
1147.314941, 66.150767, 45410.156250, 5727.535922, 18902.041826, 992.727273
2171.314941, 179.154866, 45654.296875, 46792.397970, 35145.506692, 992.727273
2172.314941, 214.827973, 45898.437500, 27054.083466, 41284.602750, 992.727273
2172.314941, 240.436012, 46142.578125, 227986.985939, 243731.369100, 992.727273
2235.314941, 251.074646, 46386.718750, 29576.095441, 20126.497704, 992.727273
2171.314941, 252.179538, 46630.859375, 18060.241901, 31522.736013, 992.727273
2172.314941, 284.919145, 46875.000000, 18943.229832, 3895.067051, 992.727273
2172.314941, 216.899045, 47119.140625, 6356.036388, 22379.507749, 992.727273
2235.314941, 101.333130, 47363.281250, 10212.247357, 5899.404028, 992.727273
2172.314941, 3.171091, 47607.421875, 5678.276054, 13957.426913, 992.727273
2171.314941, -17.892073, 47851.562500, 12712.111978, 6197.366416, 992.727273
2172.314941, -100.055264, 48095.703125, 395.294501, 16209.448630, 992.727273
2172.314941, -241.544057, 48339.843750, 2638.412502, 18119.269346, 992.727273
2172.314941, -307.503224, 48583.984375, 12340.606003, 6021.836947, 992.727273
2171.314941, -355.521616, 48828.125000, 8893.139746, 8450.666583, 992.727273
2172.314941, -319.155347, 49072.265625, 9265.799930, 16941.377171, 992.727273
2172.314941, -382.712402, 49316.406250, 12156.847754, 21341.796913, 992.727273
2235.314941, -351.055069, 49560.546875, 3748.919707, 9696.722640, 992.727273
2172.314941, -284.658454, 49804.687500, 4687.556590, 6819.762245, 992.727273
2171.314941, -185.968317, 50048.828125, 22567.618202, 28717.312145, 992.727273
2172.314941, -49.458419, 50292.968750, 20819.937323, 29485.151158, 992.727273
2172.314941, 120.173513, 50537.109375, 25412.253608, 32972.844372, 992.727273
2172.314941, 323.852260, 50781.250000, 106935.050450, 109434.056889, 992.727273
2171.314941, 558.018215, 51025.390625, 39934.496322, 33558.898035, 992.727273
2172.314941, 816.632783, 51269.531250, 6109.627626, 3739.172575, 992.727273
2172.314941, 1158.702470, 51513.671875, 18551.679482, 14379.281783, 992.727273
2172.314941, 1388.583236, 51757.812500, 12541.392180, 16014.388855, 992.727273
2172.314941, 1692.283414, 52001.953125, 11377.769681, 8847.288085, 992.727273
2171.314941, -51.297891, 52246.093750, 4335.733210, 6504.701397, 992.727273
2172.314941, -1650.258827, 52490.234375, 21195.391234, 22268.074408, 992.727273
2172.314941, -1357.353504, 52734.375000, 2706.388441, 5300.468374, 992.727273
2235.314941, -1078.542489, 52978.515625, 5809.181605, 9171.991888, 992.727273
2235.314941, -818.358086, 53222.656250, 11254.698425, 16016.998782, 992.727273
