raw_audio, filtered_data, frequency, frequency_magnitude, frequency_magnitude, threshold
-1737.711426, -9.865439, 0.000000, 374.008689, 0.000000, 992.727273
-1737.711426, -31.276467, 244.140625, 351.480053, 32303.532498, 992.727273
-1737.711426, -10.658388, 488.281250, 371.683858, 26659.533053, 992.727273
2212.288574, 15.455783, 732.421875, 360.952476, 4044.181218, 992.727273
2211.288574, 71.649661, 976.562500, 356.743275, 28426.708831, 992.727273
2211.288574, 29.162134, 1220.703125, 348.227578, 39721.293610, 992.727273
2212.288574, 24.647314, 1464.843750, 348.871198, 9456.897136, 992.727273
2212.288574, 10.090087, 1708.984375, 345.475733, 49442.184119, 992.727273
2212.288574, 1.705160, 1953.125000, 386.887499, 48401.719454, 992.727273
2211.288574, -6.439481, 2197.265625, 384.693949, 25313.682335, 992.727273
2211.288574, -12.517896, 2441.406250, 433.114595, 76645.468988, 992.727273
2211.288574, -17.284537, 2685.546875, 399.559100, 65147.343987, 992.727273
2211.288574, -20.589277, 2929.687500, 408.155245, 40384.489816, 992.727273
2212.288574, -22.517901, 3173.828125, 389.260680, 105100.904247, 992.727273
2212.288574, -23.072006, 3417.968750, 378.208815, 60660.206415, 992.727273
2211.288574, -22.311319, 3662.109375, 376.031717, 76707.717942, 992.727273
2211.288574, -20.251121, 3906.250000, 398.065107, 152578.759844, 992.727273
2212.288574, -16.934409, 4150.390625, 308.035787, 75908.098633, 992.727273
2212.288574, -12.532289, 4394.531250, 468.393646, 250212.052493, 992.727273
2212.288574, -7.232520, 4638.671875, 1943.774863, 2478030.464642, 992.727273
2211.288574, -1.253852, 4882.812500, 248.255403, 244308.594668, 992.727273
2211.288574, 5.118885, 5126.953125, 318.999871, 50978.972780, 992.727273
2212.288574, 11.571811, 5371.093750, 284.930387, 124226.109462, 992.727273
2212.288574, 17.739743, 5615.234375, 318.379280, 105621.978572, 992.727273
2275.288574, 23.601295, 5859.375000, 354.200204, 23826.585283, 992.727273
2211.288574, 28.531474, 6103.515625, 381.227546, 99645.687773, 992.727273
2211.288574, 30.179970, 6347.656250, 372.629753, 51624.617907, 992.727273
2212.288574, 32.399554, 6591.796875, 404.520844, 47501.234463, 992.727273
2212.288574, 32.064212, 6835.937500, 358.896866, 72282.154958, 992.727273
2275.288574, 30.427164, 7080.078125, 395.462397, 18141.896984, 992.727273
2211.288574, 26.851485, 7324.218750, 381.839052, 40964.894288, 992.727273
2211.288574, 19.556169, 7568.359375, 396.002706, 43869.792586, 992.727273
2212.288574, 12.839416, 7812.500000, 397.131004, 32927.211986, 992.727273
2212.288574, 4.125631, 8056.640625, 394.085463, 41615.121089, 992.727273
2212.288574, -5.170777, 8300.781250, 398.615382, 37094.534206, 992.727273
2211.288574, -14.862239, 8544.921875, 421.567757, 67686.476580, 992.727273
2212.288574, -24.283321, 8789.062500, 383.143425, 43598.478713, 992.727273
2212.288574, -32.843018, 9033.203125, 479.136349, 122329.699290, 992.727273
2212.288574, -40.028728, 9277.343750, 668.660931, 437107.314561, 992.727273
2275.288574, -44.900458, 9521.484375, 393.822347, 72658.507030, 992.727273
2211.288574, -47.337490, 9765.625000, 394.961874, 12701.643488, 992.727273
2212.288574, -48.981939, 10009.765625, 388.286585, 46259.985006, 992.727273
2212.288574, -45.536583, 10253.906250, 397.924318, 43664.077193, 992.727273
2212.288574, -39.901513, 10498.046875, 412.787162, 48593.841679, 992.727273
2212.288574, -31.181981, 10742.187500, 419.357479, 48484.852383, 992.727273
2211.288574, -20.031800, 10986.328125, 423.783702, 45624.404144, 992.727273
2212.288574, -6.831590, 11230.468750, 392.637027, 57267.732613, 992.727273
2212.288574, 7.805342, 11474.609375, 392.286211, 43288.057251, 992.727273
2275.288574, 23.380242, 11718.750000, 374.084922, 68208.025410, 992.727273
992.288574, 31.894393, 11962.890625, 398.825367, 64686.456267, 992.727273
-1737.711426, 13.707566, 12207.031250, 400.311357, 41848.497196, 992.727273
-1737.711426, 7.014362, 12451.171875, 395.053680, 79185.896244, 992.727273
-1737.711426, 50.810405, 12695.312500, 370.918889, 66649.410861, 992.727273
-1737.711426, 67.342774, 12939.453125, 381.807398, 36111.900174, 992.727273
-1737.711426, 83.381804, 13183.593750, 333.321504, 123087.046908, 992.727273
-1737.711426, 89.551431, 13427.734375, 454.292236, 111318.933404, 992.727273
-1737.711426, 89.191187, 13671.875000, 315.229271, 187880.705747, 992.727273
-1737.711426, 81.491576, 13916.015625, 351.487706, 603350.124600, 992.727273
-1737.711426, 67.388013, 14160.156250, 295.851773, 164759.326794, 992.727273
-1737.711426, 47.520964, 14404.296875, 324.882250, 72931.631396, 992.727273
-1737.711426, 23.030023, 14648.437500, 281.450896, 59720.252286, 992.727273
-1737.711426, -4.855434, 14892.578125, 350.712437, 90612.843639, 992.727273
-1737.711426, -34.556929, 15136.718750, 395.757327, 15620.182952, 992.727273
-1737.711426, -64.466313, 15380.859375, 451.731883, 59766.187426, 992.727273
-1737.711426, -92.741569, 15625.000000, 355.660963, 55495.076241, 992.727273
-1737.711426, -117.602405, 15869.140625, 674.050236, 22605.703978, 992.727273
-1737.711426, -137.270127, 16113.281250, 1165.822523, 52238.135688, 992.727273
-1737.711426, -150.144784, 16357.421875, 1647.733593, 22195.907864, 992.727273
-1737.711426, -154.875442, 16601.562500, 2010.391519, 43433.949619, 992.727273
-1737.711426, -150.396340, 16845.703125, 3996.613374, 33115.156744, 992.727273
-1737.711426, -136.142242, 17089.843750, 3990.468308, 46051.241219, 992.727273
-1737.711426, -111.974832, 17333.984375, 11703.542772, 65125.795601, 992.727273
-1737.711426, -78.303585, 17578.125000, 765.753778, 19081.679436, 992.727273
-1737.711426, -36.112334, 17822.265625, 27574.066421, 105054.092599, 992.727273
-1737.711426, 13.080051, 18066.406250, 34631.152902, 107774.987471, 992.727273
-1737.711426, 67.158672, 18310.546875, 57702.540787, 175355.142369, 992.727273
-1737.711426, 123.565382, 18554.687500, 117107.720736, 313466.782300, 992.727273
-1737.711426, 179.363665, 18798.828125, 58323.090669, 102745.983100, 992.727273
-1737.711426, 231.266423, 19042.968750, 27974.937508, 48158.294476, 992.727273
-1737.711426, 275.857597, 19287.109375, 41427.806713, 45875.086445, 992.727273
-1737.711426, 309.608216, 19531.250000, 54537.726872, 73040.270816, 992.727273
-1737.711426, 329.186506, 19775.390625, 38426.450123, 46998.518876, 992.727273
-1737.711426, 331.589508, 20019.531250, 53132.125104, 62651.157513, 992.727273
-1737.711426, 314.153311, 20263.671875, 35347.610334, 47735.866476, 992.727273
-1737.711426, 274.750235, 20507.812500, 34200.987250, 51062.113354, 992.727273
-1737.711426, 211.955307, 20751.953125, 32634.989555, 54035.719529, 992.727273
-1737.711426, 125.152939, 20996.093750, 28155.974655, 54333.664235, 992.727273
-1737.711426, 14.586544, 21240.234375, 26576.130884, 49826.428914, 992.727273
-1737.711426, -118.682669, 21484.375000, 23185.339656, 42836.675546, 992.727273
-1737.711426, -2010.418752, 21728.515625, 32747.485351, 46479.012892, 992.727273
-1737.711426, -2182.383381, 21972.656250, 50876.748327, 42313.950133, 992.727273
-1737.711426, -2368.836058, 22216.796875, 33931.603625, 19479.616098, 992.727273
-1737.711426, 1384.319828, 22460.937500, 74908.438562, 62397.105086, 992.727273
-1737.711426, 1180.679650, 22705.078125, 116649.597461, 90054.008841, 992.727273
-1737.711426, 977.062257, 22949.218750, 95648.671181, 114011.485778, 992.727273
-1737.711426, 778.382402, 23193.359375, 182387.269977, 200218.161613, 992.727273
-1737.711426, 587.516456, 23437.500000, 82265.359896, 66029.934835, 992.727273
-1737.711426, 409.981477, 23681.640625, 60710.283858, 58686.382369, 992.727273
-1737.711426, 248.765210, 23925.781250, 17322.344501, 14525.263957, 992.727273
-1737.711426, 109.297373, 24169.921875, 50941.003510, 43126.471456, 992.727273
-1737.711426, -6.865831, 24414.062500, 20086.308913, 30911.042345, 992.727273
-1737.711426, -98.167158, 24658.203125, 21938.214872, 14097.004289, 992.727273
-1737.711426, -162.995697, 24902.343750, 33959.197167, 35673.181541, 992.727273
-1737.711426, -203.714830, 25146.484375, 20815.534948, 23859.885229, 992.727273
-1737.711426, -221.675842, 25390.625000, 26872.779050, 23011.466079, 992.727273
-1737.711426, -217.150782, 25634.765625, 16227.565318, 20509.942261, 992.727273
-1737.711426, -193.328345, 25878.906250, 38781.748463, 40557.361621, 992.727273
-1737.711426, -155.962875, 26123.046875, 35996.539151, 26544.735876, 992.727273
-1737.711426, -108.311432, 26367.187500, 29793.144042, 35819.524074, 992.727273
-1737.711426, -55.945455, 26611.328125, 80354.538721, 68319.068833, 992.727273
565.288574, 11.658671, 26855.468750, 28653.295563, 15574.256683, 992.727273
2212.288574, 101.593335, 27099.609375, 106567.144661, 93717.543061, 992.727273
2275.288574, 138.792403, 27343.750000, 175715.046065, 151548.752115, 992.727273
2212.288574, 210.875516, 27587.890625, 192186.387510, 203499.527257, 992.727273
2211.288574, 151.510005, 27832.031250, 188093.659653, 203870.512836, 992.727273
2212.288574, 143.615840, 28076.171875, 91991.978459, 65469.855472, 992.727273
2212.288574, 123.747438, 28320.312500, 79637.094133, 72578.499449, 992.727273
2212.288574, 89.767093, 28564.453125, 42114.342619, 20106.294535, 992.727273
2211.288574, 107.033201, 28808.593750, 82361.230817, 71433.277529, 992.727273
2211.288574, -12.213204, 29052.734375, 42558.860274, 46928.372333, 992.727273
2212.288574, -73.604519, 29296.875000, 50560.229869, 44542.476040, 992.727273
2212.288574, -136.187632, 29541.015625, 34516.742367, 49457.696359, 992.727273
2212.288574, -197.250031, 29785.156250, 20122.700525, 35069.776157, 992.727273
2211.288574, -250.845838, 30029.296875, 27941.277351, 47670.888787, 992.727273
2212.288574, -292.802401, 30273.437500, 14485.772667, 39918.117790, 992.727273
2212.288574, -315.117148, 30517.578125, 17011.636207, 35091.919394, 992.727273
2212.288574, -316.235473, 30761.718750, 16089.320569, 35224.283744, 992.727273
2275.288574, -290.687411, 31005.859375, 18837.168982, 24627.152018, 992.727273
2211.288574, -172.600688, 31250.000000, 17551.321069, 14853.795234, 992.727273
2212.288574, -151.709319, 31494.140625, 22313.877816, 15960.913418, 992.727273
2212.288574, -30.708938, 31738.281250, 22551.094234, 13113.765148, 992.727273
2275.288574, 121.937224, 31982.421875, 40068.315342, 27911.191023, 992.727273
2211.288574, 306.895923, 32226.562500, 39389.123952, 48115.507008, 992.727273
2211.288574, 519.605314, 32470.703125, 49463.383521, 52666.873622, 992.727273
2212.288574, 760.003973, 32714.843750, 14365.655014, 14970.088218, 992.727273
2275.288574, 1024.420700, 32958.984375, 20923.382934, 18695.219139, 992.727273
2212.288574, 1305.623709, 33203.125000, 19042.330129, 20727.400530, 992.727273
2211.288574, 1659.832563, 33447.265625, 4883.739266, 5090.570550, 992.727273
2211.288574, 676.471711, 33691.406250, 27077.953961, 24803.927361, 992.727273
2212.288574, -1754.228578, 33935.546875, 17019.123911, 20403.863198, 992.727273
2275.288574, -1459.785683, 34179.687500, 13774.191917, 3910.986234, 992.727273
2211.288574, -1176.307327, 34423.828125, 20113.729598, 27068.713688, 992.727273
2211.288574, -910.649254, 34667.968750, 8331.542244, 10780.205957, 992.727273
2212.288574, -663.130410, 34912.109375, 10494.033719, 16326.040105, 992.727273
2212.288574, -440.201267, 35156.250000, 23603.288611, 34119.494755, 992.727273
2275.288574, -243.188506, 35400.390625, 31477.105672, 18204.231147, 992.727273
2211.288574, -74.537006, 35644.531250, 14129.595942, 19748.599923, 992.727273
2212.288574, 63.037630, 35888.671875, 57303.083712, 44424.028274, 992.727273
-969.711426, 155.622816, 36132.812500, 40449.426478, 22063.388918, 992.727273
