raw_audio
107.548452
65.548452
44.548452
69.548452
125.548452
107.548452
107.548452
108.548452
107.548452
107.548452
107.548452
107.548452
125.548452
107.548452
125.548452
107.548452
125.548452
125.548452
69.548452
108.548452
65.548452
108.548452
107.548452
107.548452
43.548452
65.548452
69.548452
107.548452
107.548452
108.548452
108.548452
108.548452
108.548452
108.548452
107.548452
107.548452
43.548452
107.548452
133.548452
125.548452
133.548452
125.548452
125.548452
125.548452
125.548452
133.548452
125.548452
125.548452
125.548452
180.548452
189.548452
180.548452
125.548452
125.548452
133.548452
125.548452
108.548452
125.548452
108.548452
108.548452
108.548452
125.548452
180.548452
180.548452
108.548452
108.548452
125.548452
125.548452
180.548452
125.548452
125.548452
125.548452
189.548452
188.548452
189.548452
235.548452
188.548452
125.548452
108.548452
125.548452
108.548452
108.548452
65.548452
108.548452
109.548452
125.548452
108.548452
108.548452
107.548452
125.548452
107.548452
125.548452
125.548452
125.548452
125.548452
180.548452
235.548452
189.548452
108.548452
125.548452
180.548452
125.548452
125.548452
180.548452
108.548452
133.548452
180.548452
189.548452
107.548452
189.548452
43.548452
44.548452
44.548452
43.548452
108.548452
107.548452
65.548452
107.548452
125.548452
107.548452
108.548452
125.548452
69.548452
125.548452
189.548452
125.548452
180.548452
108.548452
133.548452
180.548452
109.548452
180.548452
189.548452
109.548452
125.548452
133.548452
141.548452
108.548452
108.548452
107.548452
125.548452
125.548452
180.548452
180.548452
125.548452
125.548452
180.548452
125.548452
108.548452
125.548452
125.548452
189.548452
189.548452
180.548452
133.548452
125.548452
133.548452
125.548452
235.548452
235.548452
180.548452
125.548452
180.548452
180.548452
125.548452
235.548452
235.548452
189.548452
185.548452
235.548452
188.548452
236.548452
189.548452
235.548452
253.548452
236.548452
235.548452
125.548452
235.548452
237.548452
188.548452
236.548452
363.548452
638.548452
381.548452
363.548452
363.548452
381.548452
365.548452
638.548452
381.548452
365.548452
555.548452
638.548452
364.548452
381.548452
638.548452
638.548452
830.548452
2027.548452
-1153.451548
-1787.451548
-1843.451548
-1851.451548
-1825.451548
-1778.451548
-1561.451548
-1412.451548
-1241.451548
-1089.451548
-980.451548
-834.451548
-641.451548
-577.451548
-513.451548
-385.451548
-378.451548
-215.451548
-193.451548
-193.451548
-193.451548
-186.451548
-23.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-18.451548
-20.451548
-20.451548
-20.451548
43.548452
44.548452
-18.451548
44.548452
43.548452
43.548452
-19.451548
-20.451548
-20.451548
-18.451548
-20.451548
62.548452
43.548452
43.548452
43.548452
43.548452
-18.451548
-19.451548
-18.451548
-19.451548
-20.451548
-20.451548
43.548452
43.548452
-18.451548
-18.451548
-19.451548
-20.451548
-18.451548
-20.451548
-18.451548
-19.451548
-20.451548
-18.451548
-18.451548
-18.451548
-19.451548
-18.451548
-18.451548
-20.451548
-18.451548
-20.451548
43.548452
-20.451548
-19.451548
-19.451548
-18.451548
-19.451548
-20.451548
-19.451548
-19.451548
-20.451548
-19.451548
-20.451548
-20.451548
-20.451548
-20.451548
-19.451548
-20.451548
-20.451548
-19.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-18.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-19.451548
-20.451548
-19.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-19.451548
-20.451548
-19.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-19.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-18.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-18.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-19.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-20.451548
-19.451548
-20.451548
